,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164,C165,C166,C167,C168,C169,C170,C171,C172,C173,C174,C175,C176,C177,C178,C179,C180,C181,C182,C183,C184,C185,C186,C187,C188,C189,C190,C191,C192,C193,C194,C195,C196,C197,C198,C199,C200,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C035,461.6,896.5,1068.8,1167.0,1079.1,832.4,1243.4,1818.9,483.4,708.8,572.2,1275.3,1050.2,273.4,883.9,444.7,446.3,813.6,1334.6,866.7,487.0,1020.6,1950.4,869.9,541.4,996.2,467.7,319.2,652.1,101.4,961.8,1395.5,1276.3,748.0,821.2,0.0,1215.4,1043.2,208.6,874.3,1095.1,263.3,769.2,393.4,467.6,467.7,1993.1,671.7,1309.1,1584.3,1049.4,894.3,1217.9,407.8,1520.5,658.0,592.9,444.1,1384.4,889.3,588.8,433.5,1307.3,676.9,789.2,974.1,809.7,664.5,519.9,371.5,1010.4,1165.2,981.4,405.6,625.4,420.7,577.6,949.7,239.7,806.3,713.1,829.1,621.0,1024.7,468.8,1135.4,825.0,864.8,1062.5,1254.6,477.4,1086.9,1126.9,1248.5,819.6,824.8,415.6,890.6,450.9,916.0,981.8,1216.1,1112.9,1233.9,1694.9,1189.0,398.9,967.9,838.7,717.4,714.8,398.7,1071.5,1005.2,806.5,934.2,735.5,889.9,775.1,624.8,1362.0,477.6,765.1,1127.0,902.9,1120.3,1109.4,911.8,1171.6,1225.5,915.8,950.3,872.9,888.2,813.4,874.1,1207.7,1135.7,1036.6,1322.6,846.1,904.7,1114.0,1167.7,1198.3,485.8,934.1,771.3,712.8,977.4,1029.6,1298.2,1261.1,871.6,1158.3,826.7,659.1,827.6,844.7,1479.5,821.4,255.9,746.8,1087.8,716.6,1013.8,476.3,495.5,362.6,935.3,748.4,1361.9,700.3,709.8,1068.5,1061.2,1022.7,152.9,941.6,463.2,989.3,328.6,519.3,658.2,1068.8,910.6,874.6,1477.7,272.7,795.9,834.9,798.7,991.1,1278.3,756.2,942.9,685.7,596.4,1597.7,2013.5,1475.3,688.9,698.5,303.0,1090.3,904.7,764.6,1195.9,717.1,1131.1,837.4,814.6,1493.5,787.4,303.0,2130.2,859.0,898.9,947.7,916.9,680.4,305.9,1169.4,844.7,1157.1,1034.0,1054.6,1877.4,947.2,830.5,724.6
C036,1207.2,1838.4,1642.0,1862.3,1732.8,1774.3,1359.1,886.0,1488.7,833.8,828.8,1301.8,1616.3,1368.2,1087.2,1408.8,1128.2,1407.4,1416.7,1806.9,1022.5,1466.2,1017.5,1093.4,1186.3,1390.2,1219.6,1338.1,808.8,1278.3,988.3,2596.5,1449.4,774.5,796.7,1303.2,0.0,1649.3,1093.5,1446.2,1483.2,1200.0,803.1,1061.8,1413.3,1256.2,1060.2,792.7,489.3,896.6,1985.2,1834.5,2094.5,1300.4,2721.5,806.4,1038.9,989.8,428.0,2090.3,1609.0,926.3,291.8,1578.2,1729.4,1125.2,2010.7,822.5,1084.9,931.8,1950.6,2366.2,1436.0,1270.6,782.1,1244.3,1657.0,1173.2,1331.8,975.3,1655.0,1268.1,1641.2,1416.7,1432.9,2336.4,1765.2,813.5,1870.2,90.2,1023.1,1653.0,264.2,129.0,1759.8,807.7,1228.1,1830.8,1197.9,1476.8,1353.8,528.4,2313.9,223.3,762.0,1766.0,1427.4,1119.0,1768.9,1659.3,1655.0,879.7,1285.8,1587.2,833.0,1874.4,783.6,626.1,1717.0,1565.0,242.5,1558.6,1705.3,2328.0,1741.3,2321.3,1933.7,1684.6,308.9,54.7,1463.1,1663.0,1709.0,706.6,1753.6,861.0,1512.0,180.1,1927.5,1899.6,1446.6,1203.1,1921.7,1635.9,1224.8,1561.5,1587.7,719.9,1654.7,952.9,1314.9,265.7,207.4,1666.9,1190.1,850.7,705.7,1131.5,821.3,2680.5,729.3,1393.3,1136.3,1346.8,802.2,1970.6,1154.8,1435.7,1247.4,1378.4,804.4,351.3,875.5,1651.7,1439.0,1927.4,1507.2,1331.4,1654.3,1349.7,1439.8,1316.2,1491.7,1598.4,1150.9,1850.8,1308.0,790.0,1440.7,1736.1,1641.9,1738.9,1931.3,158.8,1696.4,1523.7,719.6,1343.4,2798.7,1080.6,2676.3,846.9,1351.2,1324.6,1844.5,1419.8,1965.6,508.2,1728.4,2332.1,860.6,841.1,2694.5,1626.6,1432.3,1197.3,1621.4,1839.1,1293.6,1629.6,1603.5,1319.4,1859.9,871.2,2358.1,1271.1,1915.8,944.5,959.4,1770.7,1664.8
C037,954.3,635.0,43.7,1977.8,298.8,508.5,403.1,2265.3,732.8,1032.0,1095.6,495.7,132.8,867.4,819.5,844.1,1001.3,772.7,1206.6,912.8,1132.2,413.4,2396.8,761.2,985.8,443.0,960.4,960.2,1075.6,1015.1,751.9,2206.3,346.5,975.0,987.1,1128.1,1661.8,0.0,1164.0,551.9,229.6,1044.1,1171.3,1094.3,852.9,919.8,2439.5,1222.5,1755.5,2030.7,666.2,788.7,811.5,864.7,2331.3,1208.8,1070.7,1065.1,1830.8,1700.1,817.4,1150.6,1753.7,685.0,986.5,775.4,1620.5,1445.9,1012.6,1314.3,1245.0,1976.0,466.6,960.6,1048.9,929.7,913.2,702.2,943.1,1357.1,558.3,721.5,849.6,313.9,833.7,1946.2,761.3,1068.9,530.5,1701.0,1067.6,169.5,1573.3,1694.9,865.7,1028.9,955.4,670.8,916.0,770.2,477.7,1662.5,1923.7,1680.3,2141.3,332.0,845.0,781.6,490.1,450.0,760.9,1199.7,418.0,253.9,985.5,753.8,1413.1,1255.6,493.0,687.2,1808.4,765.3,811.2,1937.8,428.2,1931.1,594.0,377.8,1618.0,1671.9,770.0,307.6,430.2,1084.9,859.5,952.0,303.8,1582.1,1847.4,465.6,585.6,837.6,582.0,159.7,540.9,768.1,454.1,1347.4,605.6,944.5,568.8,1744.6,1707.5,460.7,572.3,965.3,1327.8,801.2,936.8,2290.3,1018.1,976.7,928.1,361.0,988.5,1824.6,969.0,767.0,925.6,684.9,953.4,1808.3,1017.4,480.0,390.7,1872.0,289.9,938.6,235.8,893.2,407.2,866.8,883.4,657.6,940.8,780.8,761.4,1924.1,993.4,842.0,561.4,1033.3,663.0,1724.7,990.8,336.1,1078.2,777.7,2408.5,2459.9,2286.1,1470.3,805.9,857.0,1901.1,758.9,1575.4,1642.3,945.7,1941.9,923.6,975.4,2304.3,347.8,824.0,2576.6,405.1,694.0,648.0,267.7,545.6,919.0,1980.2,926.0,1967.9,688.5,1865.4,2323.8,887.4,876.6,959.2
C038,422.9,990.9,1163.2,1322.3,1173.5,926.8,1218.8,1705.1,592.0,595.0,458.4,1161.5,1144.6,351.8,809.0,537.4,322.1,822.7,1228.4,959.4,372.4,1115.0,1836.6,795.0,547.4,1090.6,433.8,347.5,538.3,232.6,848.0,1550.8,1309.1,634.2,707.4,260.5,1101.6,1137.6,0.0,968.7,1189.5,188.9,655.4,290.0,562.2,516.9,1879.3,557.9,1195.3,1470.5,1143.8,987.0,1310.6,502.4,1675.8,544.2,478.3,329.5,1270.6,1044.6,697.4,319.7,1193.5,769.6,881.9,899.2,965.0,550.7,424.6,230.1,1103.1,1320.5,1075.8,398.4,511.6,432.7,686.2,874.8,309.1,692.5,807.5,830.1,729.6,1119.1,561.5,1290.7,917.7,751.0,1156.9,1140.8,362.8,1181.3,1013.1,1134.7,912.3,711.0,458.4,983.3,500.1,981.3,1070.0,1102.3,1268.2,1120.1,1581.1,1283.4,499.7,893.0,933.1,811.8,807.5,279.0,1145.5,1099.6,692.7,1026.9,621.7,776.1,869.5,717.5,1248.2,586.2,857.8,1282.3,997.3,1275.6,1203.8,1006.2,1057.8,1111.7,967.6,1044.7,967.3,774.4,906.1,760.3,1302.1,1021.9,1191.9,1417.0,940.5,829.8,1208.4,1262.1,1084.5,594.4,1028.5,657.5,807.2,863.6,1030.6,1184.4,1147.3,966.0,1049.8,712.9,545.3,752.7,730.9,1634.8,707.6,318.0,717.4,1182.2,602.8,1169.1,494.5,588.2,396.4,936.3,634.6,1248.1,586.5,804.2,1162.9,1216.5,1117.1,285.7,1036.0,555.9,1083.7,399.4,616.0,750.9,962.6,1003.3,875.6,1363.9,365.4,888.6,929.3,891.4,1083.8,1164.5,848.9,1037.3,571.9,645.6,1753.0,1899.7,1630.6,575.1,747.7,395.7,1245.6,924.3,919.9,1082.1,825.7,1286.4,723.6,700.8,1648.8,881.8,430.7,2016.4,953.4,991.6,948.7,1011.3,774.8,398.6,1324.7,730.9,1312.4,972.7,1209.9,1763.6,833.4,923.2,817.3
C039,754.2,499.7,537.8,1777.7,620.4,388.5,409.3,2021.8,532.7,788.5,780.9,517.1,483.9,667.3,467.0,644.0,801.2,408.4,963.1,712.7,909.0,209.5,2153.3,408.7,646.0,151.0,760.3,760.1,832.1,815.0,680.2,2006.2,432.6,731.5,743.6,928.0,1418.3,516.9,963.9,0.0,354.8,844.0,927.8,894.2,652.8,725.9,2196.0,871.8,1512.0,1787.2,620.4,702.7,923.1,664.6,2131.2,858.1,718.2,855.4,1587.3,1500.0,617.3,873.1,1510.2,491.1,786.4,447.4,1420.4,1093.4,808.3,1094.7,1044.9,1775.9,176.8,760.5,805.4,729.6,713.1,361.5,743.0,1006.4,317.4,369.0,649.5,290.7,633.6,1746.1,671.0,825.4,631.2,1457.5,857.9,520.6,1329.8,1451.4,665.6,785.4,755.3,535.5,722.1,467.7,136.6,1419.0,1723.6,1436.8,1897.8,661.8,644.9,453.6,387.5,302.4,560.8,914.8,226.3,415.8,742.0,667.8,1077.1,1012.1,357.7,483.5,1564.9,565.2,611.1,1737.7,463.1,1731.0,680.4,480.5,1374.5,1428.4,454.0,491.6,433.1,841.4,659.4,708.5,408.8,1338.6,1647.3,795.4,89.5,485.1,682.7,531.7,485.1,568.0,244.1,996.7,411.7,867.4,240.8,1501.1,1464.0,265.2,339.6,721.8,977.1,448.7,693.3,2090.2,774.6,776.6,575.6,242.6,745.0,1624.5,726.8,566.9,725.5,320.6,709.9,1564.8,773.9,284.2,254.3,1671.9,381.2,738.5,482.9,699.3,184.7,666.7,683.3,463.7,697.3,694.8,408.9,1680.6,793.3,641.9,240.2,833.2,577.0,1481.2,790.7,352.8,834.7,583.8,2208.4,2216.4,2086.0,1117.8,544.2,656.9,1701.0,410.7,1375.3,1398.8,745.6,1741.8,680.1,731.9,2104.2,334.6,623.9,2333.1,310.1,558.7,283.7,458.2,244.5,718.9,1780.1,682.5,1767.8,336.0,1665.3,2080.3,694.7,676.5,759.1
C040,931.5,582.0,191.7,1955.0,369.0,460.9,317.7,2113.1,710.0,879.8,943.4,410.3,133.1,844.6,661.2,821.3,978.5,614.4,1054.4,890.0,1103.2,267.9,2244.6,602.9,840.2,284.7,937.6,937.4,923.4,992.3,666.5,2183.5,340.0,822.8,834.9,1105.3,1509.6,166.1,1141.2,386.2,0.0,1021.3,1019.1,1071.5,830.1,897.0,2287.3,1066.0,1603.3,1878.5,641.0,723.3,766.0,841.9,2308.5,1052.3,912.4,1042.3,1678.6,1677.3,794.6,1067.3,1601.5,662.2,963.7,617.1,1597.7,1287.6,989.8,1288.9,1222.2,1953.2,301.1,937.8,896.7,906.9,890.4,543.9,920.3,1200.6,535.5,563.2,826.8,172.1,810.9,1923.4,695.9,916.7,535.5,1548.8,1044.8,169.8,1421.1,1542.7,842.9,876.7,932.6,638.2,893.2,673.7,319.4,1510.3,1900.9,1528.1,1989.1,459.6,822.2,623.3,424.7,427.2,738.1,1109.0,281.7,188.5,833.3,688.4,1260.9,1103.4,470.2,664.4,1656.2,742.5,788.4,1915.0,397.1,1908.3,599.0,340.4,1465.8,1519.7,660.0,334.5,364.8,932.7,836.7,799.8,173.6,1429.9,1824.6,593.2,427.3,679.3,587.0,307.7,455.5,745.3,354.2,1190.9,582.8,859.1,410.5,1592.4,1555.3,395.3,452.0,813.1,1171.3,642.9,784.6,2267.5,865.9,953.9,769.8,224.7,836.3,1801.8,921.0,744.2,902.8,526.6,801.2,1656.1,865.2,457.2,222.1,1849.2,167.1,915.8,292.9,870.4,241.5,844.0,860.6,634.8,788.6,715.4,603.1,1771.9,970.6,819.2,476.6,1010.5,597.6,1572.5,968.0,270.7,926.0,754.9,2385.7,2307.7,2263.3,1312.0,750.2,834.2,1878.3,616.7,1552.6,1490.1,922.9,1919.1,771.4,823.2,2281.5,282.4,801.2,2424.4,339.7,661.4,489.7,301.1,522.8,896.2,1957.4,773.8,1945.1,530.2,1842.6,2171.6,786.0,853.8,936.4
C041,301.4,821.5,993.8,1265.4,1004.1,757.4,1168.4,1788.6,408.4,674.9,541.9,1156.7,975.2,168.2,749.1,367.3,200.6,739.9,1168.5,792.0,306.4,945.6,1920.1,735.1,464.6,921.2,312.3,183.5,621.8,269.2,884.0,1493.9,1201.3,662.8,790.9,310.4,1185.1,968.2,194.1,799.3,1020.1,0.0,738.9,168.8,384.8,395.4,1962.8,641.4,1278.8,1554.0,974.4,819.6,1143.2,325.0,1618.9,627.7,395.5,239.3,1354.1,987.7,513.8,322.6,1277.0,619.8,720.2,839.3,908.1,634.2,341.8,345.8,941.4,1263.6,906.4,251.2,595.1,311.2,502.6,814.9,131.8,776.0,638.1,747.3,546.0,949.7,391.4,1233.8,750.3,834.5,987.5,1224.3,280.0,1011.9,1096.6,1218.2,744.9,794.5,336.9,815.9,378.6,841.0,906.8,1185.8,1211.3,1203.6,1664.6,1114.0,316.1,833.1,763.7,642.4,640.1,368.4,996.5,930.2,726.1,859.5,705.2,859.6,700.1,567.7,1331.7,402.6,690.4,1225.4,827.9,1218.7,1034.4,836.8,1141.3,1195.2,840.8,875.3,797.9,857.9,738.7,788.9,1132.7,1105.4,1135.0,1247.6,771.1,769.9,1039.0,1092.7,1074.6,410.8,859.1,741.0,637.8,947.1,947.8,1267.9,1230.8,796.6,1048.9,749.2,628.8,692.8,759.5,1577.9,791.1,201.8,657.5,1012.8,669.7,1112.2,404.0,438.4,249.2,853.5,664.4,1331.6,609.2,634.8,993.5,1159.6,947.7,220.1,866.6,399.4,914.3,216.8,444.3,601.1,902.7,835.9,792.8,1447.4,244.5,721.2,759.9,729.7,916.4,1248.0,687.2,867.9,655.4,524.1,1696.1,1983.2,1573.7,658.6,626.2,269.3,1188.7,829.7,863.0,1165.6,642.1,1229.5,752.2,742.3,1591.9,712.4,254.8,2099.9,784.0,824.2,865.9,841.9,605.4,261.4,1267.8,760.3,1255.5,912.8,1153.0,1847.1,869.4,755.8,655.6
C042,748.3,1288.8,1115.4,1909.1,1206.2,1224.7,832.5,1411.5,1029.8,264.3,234.4,775.2,1089.7,909.3,560.6,949.9,669.3,823.1,904.4,1348.0,569.0,939.6,1543.0,566.8,684.1,863.6,760.7,879.2,214.4,819.4,461.7,2137.6,922.8,247.9,287.7,844.3,808.0,1122.7,641.0,919.6,956.6,741.1,0.0,602.9,954.4,797.3,1585.7,361.3,901.7,1176.9,1441.7,1375.6,1567.9,841.5,2262.6,347.6,548.2,530.9,977.0,1631.4,1150.1,472.0,899.9,1026.3,1270.5,598.6,1551.8,598.2,626.0,619.5,1491.7,1907.3,909.4,811.7,187.7,785.4,1198.1,646.6,872.9,495.9,1105.4,690.3,1182.3,890.1,974.0,1877.5,1306.3,331.3,1343.6,847.2,564.2,1126.4,719.5,841.1,1300.9,291.3,769.2,1324.6,739.0,882.4,827.2,808.7,1855.0,826.5,1287.5,1239.4,968.5,592.4,1231.0,1117.7,1196.1,439.6,759.2,1060.6,306.4,1415.5,559.3,401.8,1167.4,1106.1,954.6,1099.7,1246.4,1869.1,1214.7,1862.4,1407.1,1158.0,764.2,818.1,868.7,1136.4,1182.4,354.7,1294.7,352.0,985.4,728.3,1778.7,1373.0,920.0,654.3,1395.1,1109.3,698.2,1102.6,1061.1,486.2,1141.2,443.9,788.3,890.8,853.7,1140.3,663.5,295.5,466.6,577.2,312.3,2221.6,287.9,935.6,541.9,820.2,243.6,1755.9,695.9,976.8,788.5,796.5,252.2,954.5,300.7,1110.0,912.4,1803.3,980.6,872.5,1127.7,867.7,913.2,857.3,1032.8,1110.6,638.6,1391.9,735.8,1070.3,983.0,1277.2,1115.3,1280.0,1398.3,870.9,1237.5,997.1,144.8,793.9,2339.8,1606.1,2217.4,622.6,785.0,865.7,1832.4,825.4,1506.7,788.5,1269.5,1873.2,336.4,283.5,2235.6,1100.0,973.4,1722.8,1094.8,1347.8,767.0,1103.0,1068.2,860.5,1911.5,337.0,1899.2,744.5,1796.7,1470.0,447.1,1311.8,1205.9
C043,277.6,950.7,1123.0,1406.7,1133.3,886.6,1145.3,1675.4,549.7,565.3,428.7,1088.9,1104.4,309.5,681.3,437.8,176.8,706.4,1100.7,919.2,225.5,1074.8,1806.9,667.3,431.1,1050.4,288.5,299.9,508.6,330.4,816.2,1635.2,1219.9,598.8,677.7,350.9,1071.9,1097.4,185.1,928.5,1149.3,141.3,625.7,0.0,462.6,371.6,1849.6,528.2,1165.6,1440.8,1103.6,946.8,1270.4,385.4,1760.2,514.5,362.0,213.2,1240.9,1129.0,655.1,199.3,1163.8,714.6,841.7,771.5,1049.4,521.0,308.3,285.4,1062.9,1404.9,1035.6,278.0,481.9,287.4,643.9,747.1,273.1,662.8,767.3,712.1,687.3,1078.9,461.9,1375.1,877.5,721.3,1116.7,1111.1,246.5,1141.1,983.4,1105.0,872.1,681.3,313.1,943.1,354.8,865.0,950.4,1072.6,1352.6,1090.4,1551.4,1243.2,430.3,765.3,892.9,771.6,767.3,255.2,1050.4,1059.4,653.6,986.7,592.0,746.4,829.3,677.3,1218.5,543.9,817.6,1366.7,957.1,1360.0,1163.6,966.0,1028.1,1082.0,851.3,1004.5,927.1,744.7,865.9,724.9,1245.1,992.2,1276.3,1376.8,900.3,702.1,1168.2,1221.9,1006.8,552.1,988.3,627.8,767.0,833.9,911.0,1154.7,1117.6,925.8,981.1,683.2,515.6,625.0,695.5,1719.2,677.9,343.1,589.7,1078.9,573.1,1253.5,378.2,548.0,276.0,818.3,576.4,1218.4,501.9,764.0,1095.5,1300.9,1076.9,361.4,995.8,434.7,1043.5,351.8,516.4,710.7,834.9,963.1,757.6,1334.2,385.8,848.4,889.1,851.2,1043.6,1134.8,808.7,997.1,542.2,500.3,1837.4,1870.0,1715.0,545.4,602.4,296.1,1330.0,808.0,1004.3,1052.4,783.4,1370.8,688.2,671.1,1733.2,841.6,396.1,1986.7,913.2,951.4,829.1,971.1,734.6,290.9,1409.1,691.8,1396.8,845.0,1294.3,1733.9,801.6,883.0,777.1
C044,317.5,665.5,837.8,1333.8,848.1,601.4,1012.4,1965.9,334.4,808.8,719.2,1049.0,819.2,228.0,641.4,140.2,327.4,515.2,1096.2,634.0,478.2,789.6,2097.4,627.4,368.1,765.2,294.6,322.5,799.1,400.8,827.4,1562.3,1045.3,796.7,930.4,513.8,1362.4,812.2,524.6,643.3,864.1,404.7,916.2,422.8,0.0,224.7,2140.1,818.7,1456.1,1731.3,818.4,661.6,985.2,101.2,1687.3,805.0,483.5,411.1,1531.4,1056.1,439.8,496.6,1454.3,421.3,598.3,731.6,976.5,811.5,346.6,667.7,819.5,1332.0,750.4,286.7,772.4,220.6,399.0,707.2,303.7,953.3,482.1,586.6,472.0,793.7,172.0,1302.2,592.3,1011.8,831.5,1401.6,413.6,855.9,1273.9,1395.5,586.9,971.8,215.5,657.9,277.6,673.8,750.8,1363.1,1279.7,1380.9,1841.9,958.0,209.3,725.4,607.7,486.4,482.1,545.7,840.5,774.2,811.6,701.5,882.5,1036.9,544.1,392.1,1509.0,305.5,532.4,1293.8,671.9,1287.1,878.4,680.8,1318.6,1372.5,660.1,719.3,641.9,1028.2,580.7,895.3,976.7,1282.7,1203.4,1091.6,615.1,662.2,883.0,936.7,966.9,318.6,703.1,918.3,481.8,1054.2,787.1,1445.2,1408.1,640.6,919.0,883.1,806.1,585.1,880.1,1646.3,961.4,337.3,504.3,856.8,803.6,1180.6,303.0,242.5,251.7,644.3,798.3,1508.9,743.1,478.8,837.5,1228.0,791.7,324.3,710.6,121.0,758.3,229.1,225.3,414.3,830.4,677.9,632.1,1624.7,362.3,563.2,603.9,607.8,758.4,1425.3,565.3,711.9,832.7,295.3,1764.5,2160.5,1642.1,835.9,407.5,185.4,1257.1,616.8,931.4,1342.9,568.1,1297.9,866.9,876.2,1660.3,556.4,290.4,2277.2,628.0,666.2,680.0,685.9,449.4,270.7,1336.2,869.3,1323.9,791.5,1221.4,2024.4,881.5,597.8,533.7
C045,165.9,749.7,924.0,1380.6,934.3,670.9,878.0,1838.3,443.0,643.5,583.4,883.7,905.4,285.6,476.1,288.0,214.8,402.1,930.9,761.2,350.6,833.5,1969.8,462.1,230.8,764.8,183.0,347.2,663.3,458.4,662.1,1609.1,946.8,631.4,765.1,571.4,1234.8,898.4,482.4,748.2,906.8,389.1,780.4,318.0,285.4,0.0,2012.5,674.3,1328.5,1603.7,902.6,788.8,1112.4,179.3,1734.1,660.6,342.0,283.5,1403.8,1102.9,563.3,369.0,1326.7,397.2,683.7,566.3,1023.3,683.9,219.0,525.9,904.9,1378.8,803.3,270.5,636.6,150.3,536.2,541.9,361.3,808.9,566.6,421.3,595.5,835.4,312.1,1349.0,719.5,846.9,917.7,1274.0,286.0,942.1,1146.3,1267.9,714.1,806.9,115.5,785.1,87.1,560.7,661.2,1235.5,1326.5,1253.3,1714.3,1044.2,314.8,560.1,691.9,572.6,609.3,418.1,773.4,860.4,646.3,828.7,754.9,901.1,628.3,519.3,1381.4,442.7,659.6,1340.6,758.1,1333.9,962.6,767.0,1191.0,1244.9,547.0,805.5,728.1,862.9,707.9,730.0,955.9,1155.1,1250.2,1177.8,679.7,496.9,969.2,1022.9,801.6,455.8,789.3,790.7,577.0,888.9,621.8,1317.6,1280.5,726.8,753.7,717.8,678.5,419.8,714.8,1693.1,796.1,394.9,339.0,789.7,638.3,1227.4,175.4,358.3,218.5,527.5,633.0,1381.3,577.8,536.9,806.3,1274.8,877.9,381.9,796.8,207.7,807.1,274.3,370.9,497.1,665.1,805.1,466.8,1497.1,419.9,690.4,690.1,693.2,859.2,1297.7,650.7,798.1,696.9,177.4,1811.3,2032.9,1688.9,708.3,289.3,232.2,1303.9,503.7,978.2,1215.3,682.7,1344.7,701.6,710.9,1707.1,642.6,348.0,2149.6,714.2,793.4,539.9,772.1,550.9,277.3,1383.0,704.0,1370.7,626.2,1268.2,1896.8,716.2,725.0,619.1
C046,1975.8,2607.0,2410.6,1964.9,2501.4,2542.9,2127.7,332.9,2257.3,1602.4,1597.4,2070.4,2384.9,2136.8,1855.8,2177.4,1896.8,2176.0,2185.3,2575.5,1791.1,2234.8,733.8,1862.0,1954.9,2158.8,1988.2,2106.7,1577.4,2046.9,1756.9,2958.6,2218.0,1543.1,1565.3,2071.8,1109.2,2417.9,1862.1,2214.8,2251.8,1968.6,1571.7,1830.4,2181.9,2024.8,0.0,1561.3,1403.8,1679.0,2753.8,2603.1,2863.1,2069.0,3083.6,1575.0,1807.5,1758.4,1018.5,2529.7,2377.6,1694.9,1051.7,2346.8,2498.0,1893.8,2457.3,1591.1,1853.5,1700.4,2719.2,2798.0,2204.6,2039.2,1550.7,2012.9,2425.6,1941.8,2100.4,1743.9,2423.6,2036.7,2409.8,2185.3,2201.5,2768.2,2533.8,1582.1,2638.8,1148.4,1791.7,2421.6,1221.6,1142.3,2528.4,1576.3,1996.7,2599.4,1966.5,2245.4,2122.4,1310.8,2745.7,1067.0,426.1,2534.6,2196.0,1887.6,2537.5,2427.9,2423.6,1648.3,2054.4,2355.8,1601.6,2643.0,1552.2,1394.7,2485.6,2333.6,1211.4,2327.2,2473.9,2759.8,2509.9,2753.1,2702.3,2453.2,1266.3,1119.3,2231.7,2431.6,2477.6,1475.2,2522.2,1629.6,2280.6,948.7,2030.1,2668.2,2215.2,1971.7,2690.3,2404.5,1993.4,2330.1,2356.3,1488.5,2423.3,1721.5,2083.5,1001.8,1119.5,2435.5,1958.7,1619.3,1474.3,1900.1,1589.9,3112.3,1497.9,2161.9,1904.9,2115.4,1570.8,2073.2,1923.4,2204.3,2016.0,2147.0,1573.0,1195.0,1644.1,2420.3,2207.6,2030.0,2275.8,2100.0,2422.9,2118.3,2208.4,2084.8,2260.3,2367.0,1919.5,2619.4,2076.6,1572.4,2209.3,2504.7,2410.5,2507.5,2699.9,1153.9,2465.0,2292.3,1488.2,2112.0,3160.8,371.8,3038.4,1615.5,2119.8,2093.2,1947.1,2188.4,2734.2,1290.6,2497.0,2763.9,1629.2,1609.7,3056.6,2395.2,2200.9,355.3,2390.0,2607.7,2062.2,2398.2,2372.1,2088.0,1962.5,1639.8,2720.2,2039.7,2018.4,641.2,1728.0,2539.3,2433.4
