,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164,C165,C166,C167,C168,C169,C170,C171,C172,C173,C174,C175,C176,C177,C178,C179,C180,C181,C182,C183,C184,C185,C186,C187,C188,C189,C190,C191,C192,C193,C194,C195,C196,C197,C198,C199,C200,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C036,15.3115,24.5869,20.819200000000002,34.1975,22.1568,24.3555,16.8566,12.9631,19.883200000000002,11.1655,11.5699,16.4101,19.909299999999998,16.526,14.1885,17.679,14.708200000000001,16.5158,14.617,25.335099999999997,13.1748,17.887900000000002,13.6309,14.4075,14.2075,17.0811,15.3124,16.0259,11.1067,15.845600000000001,13.4577,36.1601,17.779,10.994299999999999,10.6975,15.758899999999999,0.0,20.6303,13.9267,17.8231,18.4419,14.9993,10.7325,14.079799999999999,17.528200000000002,15.661299999999999,15.0611,10.281,3.5401,7.1846000000000005,23.4414,25.5053,26.7018,16.5691,36.9979,10.435799999999999,13.2246,13.4547,3.5566999999999998,29.2097,20.9361,12.5673,2.0761,18.2122,22.4604,14.417,27.6609,10.8856,14.4312,12.281,24.4765,30.7584,17.5289,15.6608,10.9216,15.578100000000001,19.704900000000002,15.1783,16.0501,11.2605,23.0521,16.360799999999998,21.2093,17.7785,17.8843,30.6256,25.02,10.6258,22.9823,0.623,13.6528,20.1067,1.783,0.9579,24.6586,10.7475,15.8072,24.9889,15.2767,18.5244,16.7165,4.1423000000000005,30.5319,1.7818,11.3186,21.5179,17.764,14.374,21.8034,25.1266,22.990099999999998,12.078299999999999,16.357200000000002,19.2893,11.462299999999999,25.836599999999997,10.7025,9.274899999999999,23.7781,21.627,1.9232,20.7397,24.614099999999997,30.590799999999998,21.2242,30.5628,23.6706,20.4765,1.9004,0.3787,18.452599999999997,20.4892,21.1884,9.419799999999999,24.8775,11.4958,18.5974,1.8168,35.688900000000004,21.8887,17.7119,15.1666,23.3003,20.2845,15.5598,20.6328,18.7299,9.1896,22.588,12.008700000000001,16.1144,2.2862,1.5371,19.3588,15.2555,11.1615,9.9995,14.7094,10.9804,32.0709,10.0176,16.3563,14.9532,16.8719,10.998299999999999,36.1039,14.922600000000001,19.4683,15.625,17.3143,10.973600000000001,2.5461,11.746,23.7945,17.6654,36.0204,18.57,16.2505,20.8312,17.0628,17.6965,17.5105,18.2022,21.0857,13.5242,25.7035,16.5162,6.1846000000000005,17.355400000000003,23.8416,19.0775,22.955299999999998,27.0411,1.2258,22.729,18.6959,10.3217,16.489099999999997,37.2422,14.761899999999999,36.650400000000005,10.9871,16.0012,16.3389,34.443400000000004,18.0305,23.7242,4.0026,22.377,30.6078,11.4218,11.3425,36.6361,20.2396,18.818900000000003,16.2215,19.7152,25.250799999999998,16.6929,20.2245,19.4801,16.2106,33.6128,11.909799999999999,31.959,15.9646,35.843,12.7186,12.5611,24.815099999999997,22.3319
C037,16.1423,7.9064,0.4591,36.6535,3.5101999999999998,6.5777,4.6532,31.245099999999997,12.4914,11.149899999999999,12.2932,5.375,1.2243,15.7207,9.2766,14.7554,15.825299999999999,8.944700000000001,10.5544,14.876100000000001,17.631400000000003,4.5725,31.9128,8.774700000000001,13.0929,5.2903,15.9474,15.6204,11.83,17.604200000000002,8.1244,36.565599999999996,4.0301,10.4659,10.981200000000001,18.2181,20.642599999999998,0.0,18.2699,5.8216,2.6069,17.3654,12.0591,17.023799999999998,13.081100000000001,12.0869,33.343,13.7321,19.796,22.3812,7.099600000000001,8.344700000000001,9.614799999999999,14.358799999999999,37.4035,13.5773,12.0967,17.208099999999998,22.4922,29.615299999999998,13.2463,18.079,21.0205,10.029399999999999,13.4104,8.2595,28.0665,16.0457,16.5085,18.902900000000002,17.313599999999997,31.164,5.309,15.496799999999999,11.645,15.732899999999999,15.0784,8.0657,16.6468,14.1486,7.6505,8.3896,13.5195,3.1731,13.838899999999999,31.031200000000002,8.5595,11.6054,5.678,20.885099999999998,17.1707,1.4217,19.108,20.9115,14.1996,11.4466,16.0243,8.286,12.1526,10.575700000000001,5.8521,19.338900000000002,30.9374,20.2138,29.6005,2.8713,14.8276,8.3026,5.5888,6.3818,12.5311,18.553900000000002,5.2026,2.5211,10.6232,7.8628,16.0138,14.586200000000002,6.6752,11.0829,21.8768,12.9915,14.155100000000001,30.996299999999998,4.5924,30.968400000000003,6.3663,3.9588,19.2253,20.6635,10.7476,2.4939,4.9737,12.401200000000001,14.4185,10.5086,3.7254,20.1041,33.5154,3.2420999999999998,7.0392,9.3717,5.996,1.3968,5.9409,12.959700000000002,4.7577,14.905700000000001,9.1061,9.936200000000001,6.6029,21.8768,20.7755,4.995,6.2489,10.5895,14.757700000000002,9.329,10.408299999999999,32.4764,11.545200000000001,16.7636,10.694600000000001,4.516100000000001,10.8493,32.6676,16.0858,12.3207,15.2229,8.0395,10.6425,20.978099999999998,11.1975,6.7943,4.1828,32.2382,2.6384000000000003,16.9894,2.0633000000000004,12.142700000000001,4.8171,14.9045,14.9904,9.852799999999998,9.4616,8.1323,8.545,21.3812,17.907400000000003,13.3825,6.7826,15.792399999999999,7.054,21.179299999999998,15.5661,3.7498,11.5259,11.009,37.6477,33.043800000000005,37.056,16.147299999999998,10.996799999999999,14.7408,34.7053,10.6536,24.1297,19.1992,14.652299999999999,31.0134,10.103299999999999,10.6953,37.0417,4.0249,15.638,34.5034,4.3082,8.8269,7.619,2.6751,7.3931000000000004,15.3232,36.1871,10.1277,32.364599999999996,7.4655,34.027,31.0005,9.3421,14.3561,15.169
C038,3.3647,11.94,18.128,22.3122,18.0092,11.7085,12.5179,24.4828,6.336,5.8728,4.7329,12.071399999999999,17.6509,2.8854,8.1681,4.7973,2.6048,7.576,10.1821,12.6882,3.049,13.9496,25.1505,8.018600000000001,5.0505,13.5779,3.497,2.3842,5.597600000000001,1.9098,9.1191,22.2243,13.440299999999999,6.655600000000001,7.2518,1.8217999999999999,13.8802,17.683,0.0,12.710799999999999,17.173299999999998,1.3557000000000001,6.3938999999999995,2.3638000000000003,5.06,4.182300000000001,26.5807,5.7826,13.033700000000001,15.618799999999998,13.3305,12.8583,17.1295,4.8341,23.0622,5.627800000000001,4.284800000000001,3.0413,15.729899999999999,15.274,7.1559,2.7318000000000002,14.2582,8.0407,9.8134,8.8033,13.725200000000001,5.3244,4.0177,1.9011,11.829600000000001,16.822599999999998,13.7546,2.8758000000000004,5.4125,3.4245,5.839,8.789399999999999,2.4708,6.1991000000000005,10.405100000000001,8.5317,7.4291,16.0566,5.0026,16.689799999999998,12.373,7.4606,15.8924,14.1228,3.2394000000000003,17.8483,12.345600000000001,14.1492,12.011700000000001,7.3018,3.7159,12.342,4.195399999999999,8.8308,10.894,12.576600000000001,16.5961,13.4515,22.8382,19.0989,4.3108,8.760299999999999,11.944700000000001,12.4796,10.343200000000001,2.2989,12.018600000000001,15.4283,7.1236999999999995,13.1897,6.1848,9.0027,11.1311,8.98,15.1145,6.1373999999999995,11.9672,16.655,14.296899999999999,16.6271,13.6515,14.515799999999999,12.463,13.901200000000001,8.759,16.1078,14.2611,8.2564,12.2306,8.0499,18.4605,13.341700000000001,19.1741,19.4697,12.523200000000001,8.0224,16.2103,19.8775,11.2211,6.3237,13.464799999999999,6.6137,9.9411,8.563,10.4253,15.1145,14.013200000000001,14.143,10.9169,7.1093,5.5419,7.5652,7.7059,18.135099999999998,7.400399999999999,2.4186,7.212,14.847299999999999,6.083600000000001,18.3263,4.5091,6.8214,2.9896,9.6257,6.2904,14.2158,5.7458,11.1476,14.3803,17.896900000000002,15.7787,2.3148,16.4498,5.1508,13.8103,2.8258,5.3175,8.438799999999999,9.0892,13.0566,8.687100000000001,14.6189,3.4178,11.194600000000001,12.648200000000001,10.308399999999999,14.394200000000001,14.417,10.0821,14.953899999999999,5.9831,5.4078,23.3064,26.2815,22.7147,5.426,6.1961,3.7112,20.3639,8.336799999999998,9.7884,12.4369,8.5618,16.672099999999997,7.598,7.0038,22.7003,13.476799999999999,3.1386999999999996,27.7411,13.9702,12.6039,9.834100000000001,15.8431,10.865,3.6751,21.8458,7.5712,18.0233,9.575700000000001,19.685599999999997,24.2382,8.774899999999999,12.1682,9.685
C039,11.074,4.0031,6.2221,31.5852,7.4074,2.8697,3.9424,27.7735,7.423100000000001,7.6783,8.174199999999999,4.915100000000001,5.4608,10.6524,4.4958,9.687100000000001,10.757100000000001,3.7619000000000002,7.0828999999999995,9.807799999999999,8.7129,1.3167,28.4413,3.9939,6.6133999999999995,1.0054,10.879100000000001,10.552100000000001,8.3585,12.5359,6.166399999999999,31.497400000000003,4.1488000000000005,6.9944,7.5097,13.149899999999999,17.171,6.1818,13.201600000000001,0.0,3.0115,12.2971,8.5875,11.9555,8.0128,6.9917,29.8715,9.2239,16.3245,18.909599999999998,4.5731,5.691,11.7187,9.2906,32.3352,9.0691,7.3159,8.5686,19.0207,24.547,8.178,8.8445,17.5489,4.9342,8.3421,3.7417,22.9982,11.264899999999999,8.0625,11.3231,12.245299999999999,26.0957,1.1176,10.428600000000001,8.173399999999999,10.6646,10.0101,3.4581999999999997,11.5785,9.6405,2.8057,3.6088,8.4513,3.0686,8.770700000000001,25.9629,9.4926,8.133899999999999,5.2706,17.4136,8.5313,5.6582,15.6364,17.4399,9.1313,7.975,10.956,4.3827,7.057300000000001,4.3481000000000005,1.1537,15.867299999999998,25.8691,16.7423,26.1289,6.9209,9.7593,3.7847,2.9165,2.5276,7.4628000000000005,9.2815,2.094,4.306100000000001,7.1517,5.2092,11.198,11.114600000000001,2.772,5.0463000000000005,18.4052,7.9233,9.086799999999998,25.928099999999997,3.6751,25.9001,4.894100000000001,3.894,15.7538,17.1919,4.2763,5.506,3.6393,8.9296,9.350200000000001,7.037,3.9547,16.6325,28.4471,7.291600000000001,0.5317999999999999,4.5908999999999995,5.5885,5.6875,4.3347,7.8915,1.5391,10.3976,4.0109,8.3798,2.0850999999999997,18.4052,17.303900000000002,2.0913000000000004,2.7943000000000002,7.1179,10.249600000000001,4.5482,6.9367,27.4082,8.0736,11.6953,5.9138,2.2748000000000004,7.377800000000001,27.5993,7.2424,7.2524,10.1546,2.8568000000000002,7.171,17.5066,7.725899999999999,2.6292,1.6568,27.169900000000002,3.8601,11.921100000000001,5.8481000000000005,7.0475,1.1733,9.836200000000002,9.9221,4.7575,5.99,5.4787,3.7641999999999998,17.909599999999998,12.8391,8.314200000000001,1.8100999999999998,10.7241,4.400399999999999,17.7078,10.4978,3.7127,8.0544,5.9138,32.5795,29.5723,31.9877,11.3665,5.0504,9.6725,29.637,3.8541,19.061400000000003,15.7277,9.584,25.9451,6.6316999999999995,7.2238,31.9734,2.7666999999999997,10.569700000000001,31.0318,2.4888000000000003,4.9237,2.4362,5.2414,2.0876,10.2549,31.1189,6.6561,27.2963,2.6847,28.9587,27.5289,6.7509,9.287799999999999,10.100700000000002
C040,15.4291,6.3416999999999994,2.6334,35.9403,4.0704,5.391,3.1294,28.5595,11.7782,8.4643,9.6076,3.8512,1.4674,15.0075,6.561,14.0421,15.1121,6.229,7.8688,14.1629,10.7781,2.2929,29.2273,6.0591,8.6785,2.5745999999999998,15.2341,14.9071,9.1445,16.890900000000002,6.6006,35.8524,3.4265,7.7803,8.2956,17.504900000000003,17.957,2.1884,17.5566,3.106,0.0,16.6522,9.3735,16.3106,12.367899999999999,11.3736,30.657400000000003,11.289100000000001,17.110400000000002,19.6956,6.741899999999999,7.8598,10.129700000000001,13.6456,36.6903,11.1343,9.3811,16.494799999999998,19.8066,28.902099999999997,12.533100000000001,10.909600000000001,18.3349,9.3162,12.6972,5.5439,27.3533,13.3301,15.7953,13.3883,16.6003,30.4508,2.5178000000000003,14.7836,8.9594,15.0197,14.3651,5.3501,15.9336,11.7057,6.9373000000000005,5.674,12.806299999999998,1.2723,13.1257,30.3179,8.0747,8.919799999999999,5.6685,18.1996,16.4575,1.6648,16.422400000000003,18.225900000000003,13.4864,8.761,15.3111,7.3365,11.4393,6.8152,3.1365,16.653299999999998,30.2242,17.528299999999998,26.914900000000003,3.012,14.1143,5.5869,5.103899999999999,5.6686000000000005,11.8178,11.3467,2.6015,2.0362,7.937600000000001,7.378,13.3282,11.9006,5.962,10.3697,19.191200000000002,12.2783,13.4419,30.283099999999997,4.5247,30.255200000000002,6.3568,3.777,16.5397,17.9779,6.743399999999999,3.917,4.488899999999999,9.7156,13.705200000000001,7.823,1.6120999999999999,17.4185,32.8022,3.3828,4.3235,6.6561,5.9865,3.5711,4.4171000000000005,12.2465,2.7567,12.4628,8.3929,8.4124,3.8873,19.191200000000002,18.0899,4.5102,3.8996999999999997,7.903899999999999,12.3147,6.613300000000001,7.7227,31.7632,8.8596,16.0504,7.979,1.9149,8.1638,31.9544,9.3076,11.6075,14.5097,5.3239,7.956899999999999,18.2925,8.511899999999999,6.0811,1.9008,31.525,1.3135,16.2762,3.0582,11.4295,2.1015,14.1913,14.2772,9.1395,6.776,7.647399999999999,5.8294,18.6956,17.194200000000002,12.6693,3.5806,15.0791,6.569100000000001,18.4938,14.8529,3.2649,8.8403,10.2958,36.9345,30.3583,36.342800000000004,13.431700000000001,7.5175,14.0276,33.9921,6.3212,23.4165,16.5137,13.939,30.3002,7.4177,8.0097,36.3284,3.5401,14.9248,31.8178,3.8233,7.8774,4.9033,3.6524,6.6798,14.61,35.4739,7.4421,31.651400000000002,4.749899999999999,33.3137,28.3149,7.536899999999999,13.6429,14.4557
C041,2.0964,11.242700000000001,17.4306,22.2119,17.3119,11.0112,15.530899999999999,24.9008,4.9772,5.5403,5.151,10.829600000000001,16.953599999999998,1.5267,7.0071,3.4295,1.3366,6.3086,9.0211,11.6214,2.1973000000000003,13.2523,25.5686,6.857600000000001,3.7831,12.880600000000001,2.2288,1.1167,6.0157,1.6905999999999999,8.0556,22.1241,15.7376,5.5921,7.669899999999999,2.0162,14.2983,16.9857,1.3182,12.0135,16.476,0.0,6.8119,1.096,3.6921999999999997,2.914,26.9988,6.2006000000000006,13.451799999999999,16.0369,12.6331,11.7915,16.0627,3.4661999999999997,22.9619,6.0458,3.0175,1.7739,16.148,15.1737,5.7971,2.4061,14.676200000000001,6.6242,7.848199999999999,7.6423000000000005,13.6249,5.7425,2.7504,2.7215,9.8644,16.7224,13.0573,1.6079,5.8306000000000004,2.1561999999999997,4.480300000000001,7.6284,1.0508,6.6171999999999995,9.707799999999999,7.264399999999999,6.070399999999999,15.3593,3.6348000000000003,16.589599999999997,11.3062,7.8787,15.1951,14.540899999999999,1.972,17.1509,12.7637,14.567200000000001,10.9449,7.7199,2.4476,11.2752,2.9271,12.1309,13.028799999999999,12.9946,16.4958,13.8696,23.2562,18.4016,2.9520999999999997,7.5993,11.247399999999999,11.7823,9.276399999999999,2.9229000000000003,13.9692,14.731,6.033600000000001,12.1229,6.6029,9.4208,10.4338,7.5635,15.5325,4.7787,10.9004,16.5548,13.5996,16.526799999999998,12.9542,13.8185,12.8811,14.3192,12.3028,15.4105,13.563799999999999,8.6745,11.163799999999998,6.9864,17.7632,13.759799999999998,19.0738,18.7724,11.825899999999999,6.8614,15.513,19.1802,10.0093,4.965,12.7675,7.0317,9.243799999999998,8.9811,9.158,15.5325,14.4312,13.4457,9.6898,6.5006,5.96,6.4041999999999994,6.642399999999999,18.0349,7.8184,1.545,6.0511,14.15,5.6179,18.226,3.0730999999999997,5.4048,1.7218,8.3584,5.682,14.633899999999999,5.0208,10.450299999999999,13.683,17.796599999999998,15.0814,1.7953,15.7525,4.2458,13.113,1.799,4.2897,7.0223,7.9281999999999995,11.989799999999999,7.4197,15.0369,2.5493,10.127799999999999,11.950899999999999,8.343200000000001,13.327399999999999,14.8351,8.1169,14.2566,6.4011000000000005,4.1395,23.2062,26.6996,22.6144,5.8441,4.9278,2.0128,20.2637,12.2088,9.6881,12.855,7.2031,16.5718,6.5345,6.417,22.600099999999998,12.7795,2.2673,28.1591,13.2729,11.5371,8.566799999999999,15.1458,10.1677,2.2177,21.7456,6.507899999999999,17.923,8.4147,19.5854,24.656200000000002,7.711399999999999,11.1014,7.7198
C042,7.247199999999999,12.782399999999999,11.6232,28.1837,12.960899999999999,12.5509,7.6606000000000005,20.8292,11.8189,1.6894,1.8774000000000002,7.2142,10.7134,8.4617,4.9926,9.614700000000001,6.6438999999999995,8.245700000000001,5.9735,17.2709,5.1085,8.692,21.497,5.211600000000001,6.1551,7.8852,7.2481,7.961600000000001,1.4142000000000001,7.7813,4.2618,28.0958,8.5831,1.7984,2.1143,7.6947,10.226700000000001,11.4344,6.279,8.6272,9.246,6.935,0.0,6.0155,9.463899999999999,7.597,22.9272,3.3162,9.3802,11.9653,14.1729,17.441,17.5059,8.5049,28.9337,3.1614,4.9094,5.3904,12.0764,21.145400000000002,12.871799999999999,4.4968,10.6046,9.906799999999999,14.3961,5.221100000000001,19.596700000000002,5.781,6.366899999999999,6.2623,16.412200000000002,22.6941,8.333,7.5965,1.2290999999999999,7.5138,11.640600000000001,5.982399999999999,7.9859,3.7328,11.2475,7.249,13.145100000000001,8.5825,9.8201,22.5613,16.9557,2.3230999999999997,13.7864,10.469299999999999,5.5885,10.9108,8.6921,10.4956,16.5944,2.1643000000000003,7.743,13.162,7.2124,8.8319,7.5206,8.923,22.467599999999997,9.798,19.1846,12.322,9.6998,5.178100000000001,12.7871,12.8644,14.925799999999999,4.2207,7.1613,10.0933,2.2664,17.7724,5.597899999999999,4.1703,11.9735,13.562700000000001,11.460899999999999,12.6754,16.5499,22.5265,12.0283,22.4985,14.4747,11.2805,8.8095,10.2476,8.7601,11.293299999999999,11.9924,3.1189,16.813200000000002,2.9126,9.4015,9.6882,25.0455,12.6927,8.5159,6.071,14.104299999999999,11.0886,6.363899999999999,12.5685,9.534,4.4899,11.4995,3.4255,6.9185,11.460899999999999,10.3596,10.162799999999999,6.0596000000000005,2.0114,4.3419,5.6138,2.3971999999999998,24.0066,2.2628000000000004,8.290799999999999,5.2607,7.6758999999999995,1.5223,24.1978,6.8583,11.404,7.5607,8.343,1.4975,10.562299999999999,2.1305,11.396799999999999,8.4694,23.7683,9.374,8.1862,11.635299999999999,8.7215,8.5006,9.446299999999999,10.138,10.504299999999999,4.8807,17.6393,7.4044,10.9653,9.29,15.777299999999999,9.8816,14.891,14.0001,10.7635,14.6648,9.4999,0.8455,7.9864,29.1779,22.628,28.5861,5.8826,7.81,8.2746,26.235400000000002,8.3379,15.6599,8.7834,14.312700000000001,22.543599999999998,2.4606999999999997,1.9281,28.5718,11.0436,10.7546,24.0875,10.5193,13.7029,7.497,11.0286,10.649899999999999,8.1463,27.717299999999998,2.4341,23.8947,6.7687,25.5571,20.5846,3.9175999999999997,16.7509,14.2676
C043,1.9017,10.770100000000001,16.958099999999998,23.0699,16.839299999999998,10.5387,11.0853,24.0353,5.8351999999999995,5.4253,4.285399999999999,10.608600000000001,16.481,2.3846999999999996,6.7862,3.2818,1.1419000000000001,6.2927,8.8002,11.5183,1.6215,12.7798,24.7031,6.6366000000000005,3.7672,12.408,2.034,1.8865999999999998,5.1502,2.5425,7.7352,22.9821,11.955200000000001,5.2657,6.8043000000000005,2.4545,13.432799999999999,16.513099999999998,1.4636,11.541,16.0034,0.858,5.9464,0.0,3.5445,2.7193,26.1333,5.335100000000001,12.586200000000002,15.1714,12.1606,11.6884,15.959700000000002,3.0148,23.8199,5.1803,3.0016,1.758,15.282399999999999,16.0317,6.6551,1.5825,13.8107,5.626,8.643600000000001,7.421399999999999,14.482899999999999,4.877,2.7345,2.0384,10.6597,17.5804,12.5848,1.7909000000000002,4.9651000000000005,1.9615,5.3383,7.4074,1.9088,5.7517,9.235299999999999,6.860399999999999,6.9283,14.886700000000001,3.4871,17.447599999999998,11.203100000000001,7.013199999999999,14.7225,13.6754,1.9561,16.6784,11.898200000000001,13.7017,10.8418,6.8543,2.2529,11.1721,2.7324,7.5476,9.6039,12.129100000000001,17.3538,13.004100000000001,22.390700000000002,17.9291,3.3503000000000003,7.3783,10.774799999999999,11.309700000000001,9.1733,2.0574,10.574200000000001,14.2584,5.7398,12.0198,5.7373,8.555299999999999,9.9613,7.8102,14.667,5.636699999999999,10.7973,17.4128,13.1271,17.3848,12.4816,13.3459,12.0155,13.453700000000001,7.4758000000000004,14.937899999999999,13.0912,7.8088999999999995,11.0607,6.6598999999999995,12.616700000000002,12.8943,19.9318,18.299799999999998,11.353299999999999,6.6405,15.0405,18.7076,9.7883,5.823,12.2949,6.1662,8.7712,8.1156,9.135200000000001,14.667,13.565700000000001,12.9732,9.4689,6.661899999999999,5.0945,6.1833,6.3159,18.8929,6.9529,2.403,5.830100000000001,10.9368,5.636100000000001,19.084,3.2259,5.6515,1.9047,7.9545,4.9056999999999995,13.7683,4.351100000000001,9.9777,11.132,18.6546,14.608799999999999,2.6533,15.28,3.5084,12.6405,2.3282,3.802,7.2688999999999995,7.7073,11.886700000000001,7.0158000000000005,14.1714,3.4073,10.024799999999999,11.478399999999999,9.1385,13.2243,13.9696,8.9122,13.7841,5.5356000000000005,3.9448000000000003,24.0642,25.8341,23.4724,4.9786,4.7331,2.1957,21.1217,7.0536,10.546100000000001,11.9895,8.0611,17.4298,6.208,6.5563,23.458099999999998,12.307,3.1253,27.293599999999998,12.8003,11.434,8.544,14.6733,9.695200000000002,2.0674,22.6035,6.1873000000000005,18.781,8.193700000000002,20.4434,23.7907,7.391,10.998299999999999,8.5151
C044,2.9328000000000003,7.3084,13.4964,23.1373,13.377600000000001,7.077,11.5967,27.3869,3.7127,7.6928,7.637,10.032,13.0193,2.1919,6.2095,1.0074,2.681,4.3159,8.6424,8.0566,4.4865,9.318100000000001,28.0547,6.0599,3.4307,8.946299999999999,2.5379,2.7054,8.5018,4.1029,8.1737,23.0495,11.8033,7.7447,9.4908,4.7169,16.7844,13.0514,4.7411,8.0793,12.5417,3.8366,9.298,3.6441999999999997,0.0,1.9567999999999999,29.4848,8.6867,15.9378,18.523,8.6989,8.226799999999999,12.498,0.9264,23.887400000000003,8.5319,4.453,4.0630999999999995,18.634,16.0991,4.5326,4.9341,17.1623,3.2808,5.813899999999999,6.8447,14.5503,8.2286,3.2631,5.4045,7.83,17.6478,9.1231,2.3525,8.3167,2.0570999999999997,3.321,6.8308,3.118,9.103299999999999,5.7736,5.6471,4.8058000000000005,11.425,1.2127000000000001,17.515,7.7415,10.364799999999999,11.2608,17.027,4.0258,13.216700000000001,15.249799999999999,17.0533,7.3801000000000005,10.2059,2.0254000000000003,7.7104,2.6944,5.5708,9.0946,15.4807,17.4213,16.355700000000002,25.7423,14.4674,1.4344000000000001,6.801699999999999,7.3132,7.8481000000000005,5.711600000000001,5.409,10.0349,10.796700000000001,7.6766000000000005,8.5581,9.088899999999999,11.9069,6.4996,4.3485,18.0186,3.1424000000000003,7.3356,17.4802,9.6654,17.4522,9.0199,9.8842,15.3671,16.8053,5.499,11.476299999999998,9.6295,10.9108,7.599,9.0182,13.828899999999999,16.2459,19.999200000000002,14.8381,7.8916,6.0638000000000005,11.5788,15.245899999999999,9.2116,3.3035,8.8333,9.5178,5.3096000000000005,10.360899999999999,7.5407,18.0186,16.9173,9.5115,8.5046,8.6531,8.4461,5.6066,8.9179,18.9603,10.054799999999998,3.2348000000000003,4.5723,10.2157,7.7703999999999995,19.1515,2.8403,2.0905,2.0785,6.0792,7.8346,17.1199,7.1734,6.516,9.7488,18.722,11.1471,3.4882,11.818299999999999,0.7915,9.178799999999999,1.9895,1.5285,3.5134000000000003,7.5495,8.425,5.8025,17.523,3.9825,6.5631,8.0167,6.3088,9.7626,17.3212,6.0825,10.3224,8.8872,2.1995,24.1316,29.1857,23.5398,8.330200000000001,3.0183,1.5965,21.1891,5.0768,10.6136,15.341,5.9385,17.4973,8.6129,8.5695,23.5255,8.8453,2.7939000000000003,30.6452,9.3386,7.972300000000001,6.3557,11.2116,6.2335,2.2416,22.671,8.6373,18.8484,7.1774,20.5108,27.1423,8.7321,7.5366,5.6854
C045,1.1072,6.6529,12.366100000000001,23.6427,12.2473,6.5403,8.2768,25.5605,5.289899999999999,6.2631000000000006,6.0842,8.6023,11.889,2.9743000000000004,4.7798,2.6105,1.5178,3.3617,7.2127,10.7419,2.66,8.3304,26.2282,4.630199999999999,1.6134000000000002,7.4242,1.1092,2.7039,6.9489,4.8853,6.744,23.5548,9.1375,6.315,8.0611,5.4992,14.958,11.921100000000001,3.8935,6.9353,9.4625,2.8672,7.745100000000001,2.4284,2.2229,0.0,27.6584,7.1338,14.1114,16.6966,8.0433,10.912,15.183200000000001,1.4795,24.3927,6.979,2.8861,2.2367,16.807599999999997,16.6045,6.3428,3.1077,15.335899999999999,2.5747,7.867100000000001,5.415,15.0557,6.4022,1.4365999999999999,3.8678000000000003,9.8832,18.1531,7.9714,1.8782999999999999,6.7638,1.0068,4.6364,5.4011000000000005,3.9004000000000003,7.5504,5.1107,4.2174,6.6161,8.7064,2.8159,18.0203,10.4267,8.6853,10.1305,15.2005,2.1994000000000002,12.0864,13.423399999999999,15.226899999999999,10.0654,8.5265,1.0017,10.395700000000001,0.4655,4.6165,6.5797,13.6543,17.926599999999997,14.529200000000001,23.9159,13.3371,2.9584,5.372,6.6576,6.7177,8.3969,3.5826,7.7318,9.6664,6.246899999999999,11.2434,7.2625,10.354,5.844,7.0337,16.1922,4.4577,10.0209,17.9855,8.5351,17.9575,8.3644,8.7539,13.540700000000001,14.9789,4.5447,10.3459,8.4992,9.4811,10.2842,7.5885,9.5925,14.4195,20.5046,13.707799999999999,6.5821000000000005,4.6341,10.4485,14.1156,7.781899999999999,4.6188,7.7029,7.6914,4.2156,8.9312,6.111,16.1922,15.0909,8.381200000000002,7.0748999999999995,7.2234,6.6196,4.1769,7.4882,19.4656,8.6251,4.0172,3.1426,7.9126,6.3407,19.6568,1.0139,3.1618000000000004,1.6202999999999999,5.3114,6.4049,15.2935,5.7437,5.2809,8.107800000000001,19.2273,10.0168,4.2705,10.688,1.5520999999999998,8.139,3.1038,3.1338000000000004,3.2348000000000003,6.119800000000001,11.110299999999999,4.3728,15.6966,4.7649,9.248299999999999,6.8864,8.362,7.8706000000000005,15.4947,8.1358,9.1921,7.3343,1.2461,24.6369,27.3592,24.0452,6.5038,2.0634,2.1018000000000003,21.6944,4.1226,11.1189,13.5146,7.7837,18.002599999999997,7.1832,7.1398,24.0308,7.715,3.5763000000000003,28.8188,8.2083,10.6575,5.5198,10.081299999999999,5.1998999999999995,2.239,23.176299999999998,7.2076,19.3537,5.7477,21.016099999999998,25.315900000000003,7.3024,10.2219,7.7386
