,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C049,12.0259,21.301299999999998,17.5336,36.2141,18.8712,21.0698,13.5709,14.9798,16.5976,7.879899999999999,8.2843,13.1245,16.6237,13.2403,10.902899999999999,14.3934,11.422600000000001,13.2301,11.3314,22.0495,9.889100000000001,14.6023,15.6475,11.1219,10.921899999999999,13.7955,12.0268,12.740200000000002,7.8211,12.56,10.1721,32.8744,14.4934,7.708699999999999,7.4118,12.4733,4.3772,17.3447,10.6411,14.5375,15.1563,11.713700000000001,7.446899999999999,10.7941,14.2425,12.3757,17.0777,6.9954,3.3929,0.0,20.1558,22.2196,23.4162,13.2835,33.712300000000006,7.1502,9.9389,10.1691,6.2269,25.9241,17.6505,9.281600000000001,4.755199999999999,14.9265,19.174799999999998,11.1314,24.3753,7.5999,11.1455,8.9954,21.190900000000003,27.4728,14.2433,12.375200000000001,7.636,12.292399999999999,16.4192,11.892700000000001,12.7645,7.9749,19.7664,13.0752,17.9237,14.492799999999999,14.598700000000001,27.34,21.734299999999998,7.3401000000000005,19.6967,4.619800000000001,10.3672,16.821099999999998,2.7048,4.646199999999999,21.373,7.4618,12.521600000000001,21.7033,11.991100000000001,15.2388,13.4309,2.9358,27.2462,3.9485,13.3352,18.2323,14.478399999999999,11.0884,18.517799999999998,21.8409,19.7045,8.7927,13.0716,16.0036,8.1767,22.551,7.4168,5.9893,20.4924,18.3414,5.6115,17.454099999999997,21.3285,27.3051,17.938599999999997,27.2772,20.385,17.190900000000003,2.8221999999999996,4.3982,15.167,17.203599999999998,17.9027,6.1342,21.591900000000003,8.2102,15.3118,3.8387,37.7056,18.603,14.426200000000001,11.881,20.0147,16.998900000000003,12.2742,17.347099999999998,15.4443,5.904,19.302400000000002,8.7231,12.8288,7.7015,12.7156,13.0533,36.46,14.7448,20.4385,2.7961,19.0914,27.322200000000002,8.1362,8.0568,33.3505,16.9539,15.5332,18.2381,16.429599999999997,21.9652,13.4073,16.9389,16.194399999999998,12.925,35.629400000000004,8.6242,28.6734,12.679,37.8596,14.7352,9.2755,21.5295,19.0463
C050,13.0788,1.6914,7.9541,33.0395,7.8353,2.1293,9.9858,37.468300000000006,8.2586,13.3431,13.164100000000001,10.7075,6.5908999999999995,11.4879,10.0025,10.5226,12.761899999999999,7.5812,12.6806,7.8354,14.5679,6.371899999999999,38.1361,9.5008,9.2298,7.089600000000001,12.883899999999999,12.556899999999999,14.028799999999999,13.3714,12.2119,32.9516,10.2828,12.71,13.225299999999999,13.9854,26.8658,7.5091,14.0371,4.8881000000000006,7.1812,13.1326,14.8251,13.9603,10.0176,8.223799999999999,39.566300000000005,14.213799999999999,26.019299999999998,28.604400000000002,0.0,2.4095,5.221100000000001,11.295399999999999,33.7895,14.059,10.2096,14.1446,28.7155,26.0012,9.0135,15.015600000000001,27.2438,6.166300000000001,7.6021,9.798399999999999,24.4525,18.31,13.445,15.8394,10.3615,27.5499,4.8022,12.433399999999999,13.8437,12.6694,10.845600000000001,7.8758,12.414,14.6304,3.404,8.0084,9.2868,6.0645,10.7755,27.417099999999998,2.6243000000000003,13.8494,2.161,27.108400000000003,14.1072,6.7883000000000004,25.3312,27.134700000000002,7.1589,13.6906,12.960799999999999,2.283,8.2895,6.5007,7.6515,25.562099999999997,27.323400000000003,26.437099999999997,35.823800000000006,8.9251,10.5948,9.7554,2.1148000000000002,3.295,4.0944,15.4904,7.6286000000000005,5.4361999999999995,12.8672,1.9276,19.1704,16.8302,2.8971999999999998,4.3342,28.100099999999998,8.758799999999999,5.186,27.3823,2.7278000000000002,27.3543,1.3449,4.371,25.4486,26.8867,6.6726,5.934,2.7143,14.6452,5.4493,12.752600000000001,8.468399999999999,26.3273,29.9013,9.2958,4.7005,9.819700000000001,2.1911,9.7036,8.7523,8.727,3.8781999999999996,15.3875,4.8373,14.0953,6.661899999999999,18.4116,7.1337,11.677299999999999,31.0912,6.578600000000001,20.515700000000002,25.4225,10.4195,27.3994,12.347299999999999,12.9393,33.4276,3.4848000000000003,11.4052,40.726699999999994,3.9781,2.0833000000000004,7.49,5.6693,3.8866,12.2597,32.5731,12.3717,28.7505,7.1023000000000005,30.4129,37.223800000000004,12.4665,7.3153999999999995,8.216899999999999
C051,11.1549,2.5265999999999997,8.5921,31.115599999999997,8.7291,2.9646,10.821,35.5445,7.2122,15.987,15.7946,11.5428,7.4262,10.4415,10.8378,8.933200000000001,10.838,8.4165,13.5159,5.9115,12.644,7.2071000000000005,36.212199999999996,10.336,11.688799999999999,7.9249,10.96,10.633,16.659299999999998,12.325,13.0472,31.0277,11.1181,16.038899999999998,14.0605,12.939,24.9419,8.1471,12.9907,5.7234,8.0165,11.2464,17.455599999999997,12.0365,8.0938,10.9394,37.6424,16.8443,24.0954,26.6805,2.4966999999999997,0.0,3.9105,9.3715,31.865599999999997,16.6895,12.6105,12.2207,26.7916,24.0774,7.9672,13.091700000000001,25.3199,7.456899999999999,5.6781999999999995,10.633700000000001,22.528599999999997,16.3861,11.5211,13.9155,8.4376,25.626099999999997,5.6375,10.5095,16.4742,10.7455,9.7992,8.7111,11.3676,17.260900000000003,4.2393,8.8437,8.2404,6.8998,8.851600000000001,25.4932,0.7005,14.684700000000001,4.0077,25.1845,12.183399999999999,7.6235,23.4073,25.210900000000002,5.235,14.5259,11.0369,2.6572,10.952399999999999,7.336,8.486799999999999,23.6383,25.3995,24.5132,33.8999,9.8189,9.548399999999999,10.5906,2.95,4.130199999999999,2.5668,13.566600000000001,8.463799999999999,6.2715,15.959100000000001,0.6796,17.2465,20.064400000000003,3.7325,5.3755,26.1762,7.7124,3.2620999999999998,25.4584,3.9603,25.4305,3.1915,5.2649,23.5247,24.9629,7.507899999999999,6.8278,3.5496,15.4805,3.5255,13.5879,9.303700000000001,24.4034,27.9775,10.1897,5.535699999999999,10.655,4.0377,10.5975,9.5876,7.6806,4.7134,17.6754,5.6726,14.9306,7.4971000000000005,16.4877,7.969,9.7535,29.1674,7.4139,18.5918,23.4986,9.3731,25.4755,13.1826,13.7746,31.503700000000002,4.3201,10.358799999999999,38.802800000000005,4.8134,1.4637,8.325299999999999,6.5631,4.7218,10.335899999999999,30.6492,13.207,26.826700000000002,7.937600000000001,28.489,35.2999,13.3018,5.3915,6.293
C052,15.4585,5.3745,9.6796,35.4191,9.3535,5.812399999999999,12.608600000000001,36.233,11.5157,16.1378,17.4983,13.3635,9.472700000000001,14.745,13.8199,13.2367,15.1415,13.4879,15.5423,10.215,16.9475,9.1157,36.900800000000004,13.318,15.992299999999998,9.8335,15.2635,14.9365,16.818,16.6285,14.6258,35.331199999999995,12.8149,15.4538,15.969100000000001,17.2425,25.6305,9.2346,17.2942,10.364799999999999,10.063,15.5499,17.047,16.34,12.3973,15.242899999999999,38.3309,18.548,24.783900000000003,27.3691,5.3445,3.9467,0.0,13.675,36.1691,18.3932,16.914,16.5242,27.4801,28.3809,12.270700000000001,17.3952,26.0084,13.8645,9.9818,12.8028,26.832099999999997,20.689700000000002,15.8246,18.219,12.741100000000001,29.929599999999997,9.8523,14.813,16.632900000000003,15.049,14.1027,12.6089,15.671100000000001,18.964599999999997,7.0871,12.9329,12.543899999999999,8.808399999999999,13.155100000000001,29.796799999999998,4.5759,16.5933,6.8555,25.873,16.486900000000002,9.6701,24.0959,25.8994,9.5385,16.4345,15.340399999999999,5.505,15.2559,14.4108,10.3954,24.3268,29.703,25.2018,34.5884,10.443299999999999,13.851899999999999,12.845799999999999,5.797899999999999,10.216899999999999,6.4423,17.870099999999997,10.372399999999999,8.318,15.6111,3.8034,21.55,19.574099999999998,6.5803,9.679,26.8647,12.0159,7.2895,29.7619,7.052,29.734,6.0393,6.418399999999999,24.2132,25.651400000000002,14.5827,7.6595,6.397399999999999,17.3891,7.2495,15.4965,11.1244,25.092,32.281,10.814,11.5824,13.915,6.8856,11.2218,13.0644,11.9841,9.3009,19.7216,12.9412,16.8392,11.1462,20.7913,14.8319,14.057,33.4709,14.488700000000001,22.8953,24.187099999999997,13.6766,29.779,15.0912,15.683200000000001,35.807300000000005,7.0273,14.6623,39.4913,8.701600000000001,4.3116,12.1622,7.3948,7.5697,14.6394,34.9527,15.1156,31.130200000000002,12.008799999999999,32.7926,35.9884,15.2104,9.695,10.5965
C053,2.0523000000000002,9.0809,15.2689,22.7299,15.1501,8.8494,9.0179,26.5065,3.5485,7.0042,6.756600000000001,9.3433,14.791799999999999,2.0615,5.5208,1.1311,2.463,4.1028,7.9536999999999995,9.8291,3.606,11.0905,27.1742,5.3713,2.5503,10.7188,1.8536,2.3097,7.6213,3.758,7.485,22.642,10.0462,7.056,8.802200000000001,4.372,15.9039,14.8239,4.610600000000001,9.851700000000001,14.314200000000001,3.7062,8.4176,2.7638000000000003,0.9882000000000001,1.0304,28.604400000000002,7.8063,15.0574,17.6425,10.4714,9.9992,14.2704,0.0,23.4799,7.6515,3.5726,3.1826999999999996,17.7536,15.6917,4.368399999999999,4.0537,16.2819,3.205,6.9543,6.156,14.1429,7.3481000000000005,2.3826,4.8129,8.9705,17.2404,10.8955,1.9558,7.4361999999999995,1.1767,3.1569000000000003,6.1421,2.9876,8.2228,7.546,4.958399999999999,4.6417,13.1975,1.3364,17.107599999999998,9.5139,9.4264,13.033299999999999,16.1465,3.1454,14.9892,14.369299999999999,16.1729,9.1526,9.2675,1.1610999999999998,9.482899999999999,1.475,5.357600000000001,7.4885,14.600299999999999,17.0138,15.475200000000001,24.861900000000002,16.2398,1.6313,6.113,9.085600000000001,9.6205,7.484100000000001,4.5285,8.640600000000001,12.5692,6.9879,10.3306,8.2085,11.026399999999999,8.272,5.0172,17.1382,2.9781999999999997,9.1081,17.0727,11.4378,17.0448,10.792399999999999,11.6567,14.4867,15.9249,5.2858,13.248700000000001,11.402,10.222100000000001,9.3715,8.3295,15.6014,15.3654,19.5918,16.610599999999998,9.664100000000001,5.375100000000001,13.3512,17.0184,8.523,3.1394,10.6057,8.6374,7.082,9.6723,6.8521,7.4497,2.8051,1.189,20.7817,4.8637,10.206100000000001,14.460600000000001,5.7744,17.0898,7.924300000000001,7.8809,23.118,10.617799999999999,2.6635,29.7648,11.1111,9.7448,6.2608999999999995,12.9841,8.0059,1.8449,22.2635,7.948600000000001,18.441,6.4888,20.1034,26.2619,8.0434,9.3091,6.8259
C054,25.6415,31.614099999999997,37.802099999999996,21.329900000000002,37.6833,31.3827,35.9024,50.352599999999995,26.1197,29.3218,28.181900000000002,33.6607,37.325,22.6691,29.8382,24.4715,24.5593,28.7374,31.858,32.3623,27.130599999999998,33.6238,51.0204,29.6887,26.1754,33.252,25.4466,23.653299999999998,29.046599999999998,22.769099999999998,31.3893,1.0106,36.109,30.5255,30.7008,22.8212,37.3292,37.357099999999996,24.1442,32.385,36.8474,23.682299999999998,29.8428,24.570400000000003,24.7342,25.426,52.4505,29.2315,36.482699999999994,39.067800000000005,33.004599999999996,32.5325,36.8037,24.508200000000002,0.0,29.0768,27.097099999999998,26.7073,39.1789,9.7322,26.9395,27.5783,37.7071,27.7149,29.487599999999997,30.4734,11.0985,28.773400000000002,26.0077,25.517599999999998,31.503700000000002,10.706100000000001,33.4288,24.2308,28.8615,24.3663,25.622700000000002,30.4595,22.9637,29.6481,30.0793,29.2758,27.212799999999998,35.7307,24.6768,11.6104,32.047200000000004,30.909599999999998,35.5665,37.5718,26.669900000000002,37.522400000000005,35.794599999999996,37.598099999999995,31.6858,30.750799999999998,24.3346,32.0161,25.439,32.5024,33.4003,36.0255,11.5166,36.9005,48.708,38.7731,24.0945,30.430400000000002,31.6189,32.1538,30.0173,25.953799999999998,34.3406,35.1024,30.4456,32.863800000000005,29.6338,32.4517,30.8053,28.6542,38.5634,25.9211,31.641299999999998,11.5756,33.9711,11.547600000000001,33.3256,34.1899,35.912,37.3501,32.6743,35.782,33.935199999999995,31.7054,31.904700000000002,31.919700000000002,38.1346,36.790699999999994,18.1918,39.143800000000006,32.1973,29.6925,35.8845,39.5516,32.8404,26.107400000000002,33.139,30.0626,29.615299999999998,32.012,31.169400000000003,28.875,27.439799999999998,23.3853,19.381700000000002,32.5803,20.3514,35.8859,28.3455,11.592600000000001,31.4679,31.3503,0.854,33.151,23.4097,53.6109,33.6443,32.278,30.5783,35.517300000000006,30.5392,23.3493,20.8635,31.0744,9.221,30.806099999999997,18.703400000000002,50.108,31.9477,31.842299999999998,29.359099999999998
C055,6.3579,11.8931,13.124799999999999,27.294400000000003,14.4625,11.6616,9.1622,20.1079,10.9296,2.5171,1.3772,8.7158,12.664,7.5724,5.3274,8.7254,5.7546,7.3564,7.341399999999999,16.3815,4.2192,9.8958,20.7757,5.177899999999999,5.2658000000000005,8.989600000000001,6.3588000000000005,7.0723,2.2419000000000002,6.892,5.7634,27.2065,10.084700000000002,3.3,3.8961,6.8054,9.5054,13.385,5.3896999999999995,9.0989,11.028,6.0457,3.0382,5.1262,8.4598,6.7077,22.2059,0.15480000000000002,8.6589,11.244,13.2835,16.5517,20.8229,7.6155,28.044400000000003,0.0,4.0201,4.5011,11.3551,20.2561,11.9825,3.6075,9.8834,9.0175,13.5068,5.9626,18.7074,2.3119,5.477600000000001,4.3644,15.5229,21.8048,9.5368,6.707199999999999,2.0569,6.6245,10.751299999999999,5.9487,7.0966000000000005,0.8247000000000001,10.3582,6.3597,12.255799999999999,10.271799999999999,8.9307,21.672,16.066399999999998,4.1049,15.387799999999999,9.748,4.699199999999999,12.8614,7.9708000000000006,9.774299999999998,15.7051,3.9461,6.8537,12.2727,6.3231,7.9426000000000005,8.145199999999999,8.201799999999999,21.5783,9.0767,18.4634,13.8236,8.8104,5.9196,11.8978,11.975,14.0365,3.3314,8.6629,11.5094,3.768,16.883,2.1288,5.647,11.084200000000001,12.673399999999999,10.739700000000001,11.786100000000001,15.6606,21.6372,13.792399999999999,21.6092,13.6046,12.6966,8.0882,9.526399999999999,7.8708,12.709299999999999,13.7565,4.9007,15.9239,4.6941999999999995,10.9031,8.966899999999999,24.156200000000002,14.1943,8.7772,5.1817,15.7058,12.590200000000001,7.8655,11.679200000000002,10.7378,1.3285,10.6102,5.2073,7.676399999999999,2.4135,6.9207,7.3853,25.3461,7.448600000000001,14.7706,8.062100000000001,13.423399999999999,21.6543,4.2423,3.6481,27.6825,12.972299999999999,9.8653,23.3663,11.0983,12.813600000000001,7.0853,12.444600000000001,9.7606,7.257,26.828,4.2155,23.0054,6.735,24.6678,19.863400000000002,5.4192,15.861600000000001,13.3783
C056,2.2836,8.5067,12.0801,25.6812,14.1012,8.3941,8.497,23.1345,6.8553999999999995,3.3609,3.1199,7.811,11.318700000000002,5.0135,3.9885,4.6137,1.8802,3.4818000000000002,5.6287,12.3073,1.4937,8.5505,23.8023,3.839,1.1736,7.6443,2.2845999999999997,3.3263000000000003,3.9846,5.118399999999999,5.16,25.5933,9.3576,3.4126999999999996,5.2796,5.030399999999999,12.532,12.0397,4.0584,7.3819,9.6827,3.1146,4.7809,2.7255,4.4628000000000005,2.7802,25.232400000000002,4.3225,11.6854,14.2706,9.897200000000002,12.4775,16.7487,3.5038,26.4312,4.1677,0.0,1.2907,14.3816,18.643,7.9083000000000006,1.5502,12.9099,5.064,9.4326,4.6236999999999995,17.0942,3.9762,1.4034,4.0443,11.4487,20.1917,8.1915,2.633,3.7995,2.5503,6.639600000000001,4.6098,3.9739,4.739,6.964600000000001,4.4375,8.1816,8.9265,4.819,20.0589,11.9922,5.847600000000001,11.984399999999999,12.7746,1.3522,11.5161,10.997399999999999,12.8009,11.630799999999999,5.6888000000000005,2.7419000000000002,11.9611,2.2489,4.7366,6.7999,11.228299999999999,19.9651,12.103299999999999,21.489900000000002,12.778799999999999,4.6987,4.5807,8.5115,8.5716,9.962299999999999,1.9907000000000001,7.952,10.164100000000001,3.3501,12.8088,4.5123999999999995,7.3896999999999995,7.6979,8.599200000000002,13.766200000000001,7.7119,11.5864,20.024,10.3889,19.9961,10.218200000000001,10.6078,11.114700000000001,12.5529,4.6648000000000005,12.1998,10.3531,6.6434,11.8497,4.807,9.812700000000001,11.9935,22.5431,13.1496,6.8022,3.8428,12.302299999999999,11.545399999999999,6.9906999999999995,7.605,8.7769,4.8812,5.6373999999999995,6.1497,6.3311,4.0778,2.9671999999999996,3.5109,23.733,4.2427,13.157399999999999,11.0886,9.349200000000002,20.0411,4.3551,4.2376000000000005,26.0694,9.5688,5.7911,26.392799999999998,10.0622,12.223,5.74,11.9351,6.0365,3.3826,25.2148,3.9789,21.3923,5.396100000000001,23.0547,22.8899,5.182600000000001,11.7874,9.3041
C057,2.1502,11.4257,17.613599999999998,25.5477,17.494799999999998,11.1942,9.5323,23.3328,6.7219,3.7663,3.5308,9.0556,17.136599999999998,4.8801000000000005,5.2332,4.5178,1.5469000000000002,4.5347,7.247199999999999,12.1739,0.4233,9.603399999999999,24.0006,5.083600000000001,2.3026,8.6972,2.1512,2.8646,4.3955,4.147,6.2816,25.4599,10.4022,3.8182,5.6851,4.059,12.7303,17.1687,3.0869,8.4348,10.7356,2.254,5.1918,1.754,4.366899999999999,2.5,25.430799999999998,4.7254,11.883799999999999,14.4689,12.8161,12.344,16.6152,3.4079,26.2978,4.5706999999999995,1.3422,0.0,14.58,18.5095,7.7749,0.8723,13.1083,5.0508999999999995,9.299100000000001,5.868399999999999,16.9607,4.1745,1.2699,3.0728,11.3152,20.0582,9.244399999999999,2.4996,4.2105,2.4163,6.5436000000000005,5.8544,3.1133,5.142,9.890799999999999,5.490399999999999,8.0481,9.9794,4.7231000000000005,19.9254,11.8587,6.2585,15.3781,12.9729,0.4915,17.3339,11.1957,12.9992,11.497399999999999,6.0996999999999995,2.646,11.8277,2.1154,5.7895,7.8528,11.4267,19.8317,12.3016,21.688299999999998,18.5846,4.6028,5.8253,11.430399999999999,11.9653,9.828899999999999,1.6650999999999998,9.0212,14.914,4.2597,12.6754,5.0348999999999995,7.8006,10.6168,8.4657,13.9646,7.578399999999999,11.4529,19.8906,13.7826,19.862599999999997,13.1372,14.0015,11.3131,12.7512,5.7177,15.5935,13.746799999999999,7.0543000000000005,11.716299999999999,5.2124,10.8655,12.191799999999999,22.409599999999998,18.9554,7.8551,5.0875,15.696,19.3632,8.235299999999999,7.4715,12.9505,5.4638,9.4268,6.5551,7.384,4.2761000000000005,4.0201,3.1776,23.5995,5.2955,13.024,11.287,9.2158,19.907700000000002,4.7606,4.6431000000000004,25.9359,12.9625,5.6576,26.5912,13.4559,12.0896,6.792800000000001,15.3288,10.350700000000002,3.0493,25.081400000000002,4.733899999999999,21.2588,6.6407,22.921200000000002,23.0883,5.9375,11.6539,9.1707
C058,18.2108,27.4863,23.7185,31.407700000000002,25.0562,27.2548,19.7559,10.1733,22.7825,14.0649,14.4692,19.3094,22.8087,19.4253,17.087799999999998,20.578400000000002,17.607599999999998,19.4151,17.5164,28.2345,16.0741,20.7873,10.8411,17.3068,17.106900000000003,19.9805,18.2118,18.9252,14.0061,18.7449,16.3571,48.4418,20.6784,13.893600000000001,13.5968,18.6583,3.5715,23.5296,16.8261,20.7225,21.3412,17.8987,13.6319,16.9791,20.4275,18.5607,12.2713,13.180399999999999,9.405299999999999,11.9905,26.340700000000002,28.4046,29.601200000000002,19.4685,49.2797,13.3352,16.1239,16.3541,0.0,32.1091,23.8355,15.4666,1.7369,21.1115,25.3597,17.3164,30.560299999999998,13.7849,17.3305,15.180399999999999,27.3759,33.6577,20.4283,18.560200000000002,13.821,18.477400000000003,22.604200000000002,18.0777,18.9495,14.1599,25.951400000000003,19.2602,24.108700000000002,20.677799999999998,20.7837,33.5249,27.9193,13.5251,25.881700000000002,3.4640999999999997,16.5522,23.006,4.740399999999999,2.9667,27.558,13.646799999999999,18.706599999999998,27.8883,18.176,21.4238,19.6159,8.9482,33.4312,5.4736,8.5287,24.4173,20.663400000000003,17.2733,24.7028,28.0259,25.8895,14.9777,19.2566,22.188599999999997,14.3617,28.736,13.601799999999999,12.1742,26.677400000000002,24.5263,3.2009000000000003,23.6391,27.5135,33.4901,24.1236,33.462199999999996,26.57,23.375799999999998,4.8578,3.398,21.352,23.3885,24.0877,12.3191,27.7769,14.395100000000001,21.4968,4.7161,32.8991,24.788,20.6112,18.066,26.1996,23.1839,18.4591,23.5321,21.6293,12.089,25.4874,14.908,19.0138,13.8865,18.900599999999997,19.2382,31.653599999999997,20.9298,26.6235,8.8086,25.276400000000002,33.5072,14.321200000000001,14.2418,48.9178,23.138900000000003,21.7182,13.4316,22.6146,28.1502,19.592200000000002,23.123900000000003,22.3794,19.109900000000003,30.823,14.8092,44.2408,18.8639,33.0532,9.928700000000001,15.4605,27.7145,25.2313
C059,17.3064,23.2791,29.467,13.8161,29.348200000000002,23.0476,27.5673,42.838800000000006,17.784599999999998,20.9867,19.846799999999998,25.325599999999998,28.989900000000002,14.334,21.5031,16.1364,16.2242,20.4023,23.5229,24.0273,18.7955,25.288700000000002,43.5066,21.3536,17.8403,24.916900000000002,17.1115,15.318200000000001,20.7115,14.434,23.0542,8.183300000000001,27.774,22.1904,22.3657,14.4861,28.9941,29.022,15.8091,24.0499,28.5123,15.3472,21.5078,16.2353,16.399099999999997,17.0909,44.936699999999995,20.8965,28.147599999999997,30.7327,24.6695,24.197400000000002,28.4686,16.1732,9.0212,20.7417,18.762,18.3722,30.843799999999998,0.0,18.6045,19.2432,29.3721,19.3798,21.1525,22.1383,2.194,20.438299999999998,17.6726,17.1825,23.168599999999998,1.4624000000000001,25.093700000000002,15.895700000000001,20.526400000000002,16.031200000000002,17.287599999999998,22.1244,14.6286,21.313,21.7442,20.9407,18.8777,27.395599999999998,16.3417,2.3667,23.7121,22.5745,27.2314,29.2367,18.3349,29.1873,27.4595,29.263,23.3508,22.4157,15.9995,23.681,17.103900000000003,24.1673,25.0652,27.6905,2.273,28.5654,41.194199999999995,30.438,15.7594,22.095299999999998,23.2838,23.8187,21.6822,17.6187,26.0055,26.7673,22.110599999999998,24.5288,21.2987,24.1166,22.470200000000002,20.3191,30.2284,17.586,23.3063,2.3319,25.636,2.304,24.9905,25.8549,27.576900000000002,29.015,24.3392,27.446900000000003,25.6002,23.3703,23.569599999999998,23.5846,29.7995,28.455599999999997,10.678,30.808799999999998,23.862299999999998,21.357400000000002,27.549400000000002,31.2166,24.5053,17.772299999999998,24.803900000000002,21.7276,21.2802,23.6769,22.8343,20.539900000000003,19.1047,15.0502,11.867899999999999,24.2452,12.0163,27.5508,20.0104,2.349,23.1328,23.0153,8.6593,24.815900000000003,15.0747,46.0971,25.3092,23.9429,22.2432,27.1822,22.204099999999997,15.0142,13.3497,22.7394,2.0782,22.4711,11.1896,42.594199999999994,23.612599999999997,23.5073,21.024
C060,6.3062,7.713,13.901,25.101,13.782200000000001,7.4816,12.001299999999999,30.695700000000002,1.092,11.1383,10.945799999999998,12.9048,13.4239,4.1682,12.1031,3.2047,5.989199999999999,5.4142,12.5226,8.091800000000001,7.7951999999999995,9.722700000000001,31.3635,11.601299999999998,6.84,9.3509,6.1112,5.7842,11.8106,6.051699999999999,12.0539,25.0132,12.2079,11.190100000000001,13.4647,6.6657,20.0932,13.456,6.7174,8.4839,12.946299999999999,5.8129,12.6068,7.1876999999999995,4.0482,5.349,32.7936,11.9955,19.246599999999997,21.831799999999998,9.1035,8.261899999999999,12.533100000000001,4.3186,25.851,11.8407,7.761699999999999,7.371899999999999,21.9428,18.0628,0.0,8.242899999999999,20.4711,3.8406,3.1189,11.899,16.514,11.5374,6.6723,8.7775,5.135,19.6115,9.527700000000001,5.660699999999999,11.6255,5.8968,2.0650999999999997,11.3424,5.0943000000000005,12.4121,6.1781999999999995,10.109,1.1605,11.829600000000001,2.9877,19.4787,7.7766,13.6736,11.6654,20.3357,7.3346,13.6213,18.5586,20.362099999999998,7.4153,13.514700000000001,5.4177,7.7456000000000005,6.1037,8.601299999999998,9.4992,18.7895,19.384900000000002,19.6645,29.051099999999998,14.872,3.2563,11.8559,7.7178,8.2527,5.7468,8.717799999999999,10.4395,11.2013,11.110299999999999,8.5933,12.3977,15.2156,6.9041999999999994,3.9778000000000002,21.3274,1.5600999999999998,7.3708,19.443900000000003,10.07,19.4159,9.4245,10.288799999999998,18.675900000000002,20.114099999999997,8.773200000000001,11.8809,10.0341,14.469299999999999,7.6342,12.5844,14.2335,19.5547,21.9629,15.242700000000001,8.2962,11.9203,11.9834,15.6505,12.3481,1.225,9.2379,12.826600000000001,5.7142,13.927100000000001,10.2576,11.639,4.9666999999999994,4.9047,23.1528,8.679200000000002,12.577200000000001,18.6498,2.4737,19.460900000000002,12.1325,12.015,25.4892,9.2499,4.0855,33.954,9.7432,8.0074,9.5906,11.616200000000001,6.6381000000000006,4.9383,24.634700000000002,11.7391,20.812099999999997,10.819600000000001,22.4745,30.4511,12.6123,7.5718000000000005,2.9904
