,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C010,5.463,10.9982,11.8408,26.3995,13.1784,10.7667,7.8782,21.021900000000002,10.0347,1.233,0.0,7.4317,10.9309,6.6775,4.4325,7.8305,4.8597,6.4615,6.4465,15.4867,3.3243,9.0009,21.6896,4.283,4.3709,8.0948,3.7906999999999997,6.0259,6.490399999999999,24.4512,6.5537,13.8757,8.976,12.5286,20.759400000000003,2.9583000000000004,2.3641,26.787599999999998,12.077399999999999,8.9704,24.2802,10.2035,11.918700000000001,6.1903999999999995,11.549700000000001,8.8657,6.362100000000001,25.9331,2.9314,22.1105,5.8401000000000005,23.7729,20.7773,4.1352,14.966700000000001,12.4835
C011,9.253,9.9804,4.5549,31.9655,5.892600000000001,9.0297,0.9107999999999999,26.3325,12.3855,6.2373,7.3806,0.0,5.1061000000000005,11.2971,4.052,10.5016,9.4199,6.5103,5.6418,14.770100000000001,9.518,4.9536999999999995,27.0003,4.271,7.7105,4.3845,11.3858,7.7987,10.4246,30.0173,6.6025,19.4417,14.2866,14.546299999999999,26.325400000000002,5.1907,5.7827,32.3537,7.1787,15.5321,29.590799999999998,6.8024,11.516,4.424600000000001,8.238,7.05,10.5618,31.4991,5.2151000000000005,27.676599999999997,3.2817,29.339,26.0879,4.156,14.2501,15.063
C012,14.9761,5.8887,1.4670999999999998,35.487300000000005,2.9041,4.938,4.4736,29.9037,11.3252,9.808399999999999,10.951799999999999,5.195399999999999,0.0,14.5545,8.338799999999999,13.5891,14.6591,8.0068,9.213,13.7099,16.4652,3.6346,30.5714,7.8368,10.456299999999999,4.352399999999999,15.2094,9.8306,13.5746,33.5391,8.099,22.9635,17.8578,13.486,29.8472,8.761899999999999,9.3539,35.8754,3.0871,14.4718,33.162,3.3703000000000003,7.4243999999999994,6.681100000000001,2.5037,6.2268,14.157,35.020900000000005,8.786200000000001,31.198400000000003,6.5276000000000005,32.860800000000005,29.6591,8.8811,13.1899,14.0027
C013,3.1856999999999998,9.765600000000001,15.9535,21.1623,15.834700000000002,9.5341,14.053799999999999,27.6398,3.5000999999999998,8.0824,7.8899,11.169,15.4765,0.0,7.3465,1.9524000000000001,2.7211,6.0919,9.366200000000001,10.1443,4.7394,11.7752,28.307599999999997,7.196899999999999,3.6837,11.4034,8.5831,4.948,1.6365,19.214,10.7317,8.6385,15.594,5.726,15.522200000000002,9.076600000000001,8.959100000000001,21.5504,11.3024,0.8315,30.8981,11.7958,10.06,8.0865,13.668700000000001,8.6906,1.5087000000000002,20.6959,8.683200000000001,16.8733,8.3144,18.535700000000002,27.3952,9.4559,9.6243,6.2427
C014,5.4982,8.0767,8.940100000000001,28.2107,10.125399999999999,7.8452,4.3785,23.8575,11.047600000000001,3.7623,4.4443,3.9018,8.1788,7.5423,0.0,6.7468,5.665100000000001,4.4385,3.1669,13.4323,5.763199999999999,5.4106000000000005,24.525299999999998,0.5162,3.9556999999999998,4.4028,8.0363,4.7332,6.6698,26.2625,4.5306999999999995,15.6869,11.8117,13.2085,22.5706,2.7157,3.3076999999999996,28.5989,7.974399999999999,8.1443,27.1158,6.8147,8.997200000000001,2.8016,7.9594,5.5888,6.807,27.7443,2.7401,23.921799999999998,2.0733,25.5842,23.6129,2.8349,12.9123,11.1362
C015,3.1375,8.787799999999999,14.975700000000002,22.8938,14.857,8.556299999999998,13.076,27.5916,2.4347,8.1352,7.8416999999999994,10.4744,14.498700000000001,1.961,6.6518999999999995,0.0,2.7043000000000004,5.2338000000000005,9.0848,9.1665,4.6912,10.7974,28.259400000000003,6.5024,3.6354,10.4257,8.5349,3.9362,1.6198,20.9456,5.9947,10.37,15.5458,4.6605,17.253700000000002,9.055299999999999,9.012,23.2819,10.3246,2.8926,30.8499,10.818,9.0822,7.392,12.6909,7.7128000000000005,2.265,22.427400000000002,9.0797,18.6049,7.619800000000001,20.2672,27.347,9.1745,8.6465,5.1772
C016,0.8112999999999999,9.7795,15.9675,23.171599999999998,15.848700000000001,9.5481,9.538200000000002,24.5983,5.0758,5.0409,4.8484,9.4892,15.4904,2.6027,5.6667,2.7109,0.0,4.940300000000001,7.3069,10.527700000000001,1.6978,11.789200000000001,25.266099999999998,5.5171,2.3783000000000003,11.417399999999999,5.541600000000001,3.6426999999999996,1.6307,21.2233,5.7012,10.6478,12.5524,7.5696,17.5315,6.035100000000001,5.9176,23.5597,11.3164,3.2047,27.8566,11.809700000000001,10.4434,6.7812,13.6827,8.704600000000001,1.5024000000000002,22.7052,6.0085,18.8826,7.074199999999999,20.545,24.3537,7.212,10.007700000000002,7.5245
C017,4.1502,5.4495,8.5477,26.8628,11.061,5.218100000000001,5.618600000000001,26.490599999999997,4.3587,5.7408,5.5619,6.052899999999999,7.7863999999999995,6.1944,4.4341,5.2338000000000005,4.560899999999999,0.0,6.6903999999999995,10.8051,4.676399999999999,5.0182,27.1583,3.9324,2.6078,4.112,7.3595,1.2997,5.321899999999999,24.9145,1.0051,14.339,14.444700000000001,6.852600000000001,21.2227,7.0705,6.6175,27.2509,6.5287,6.796399999999999,29.748900000000003,7.0221,6.370100000000001,1.9216,8.895,3.317,5.4591,26.3964,7.0949,22.5738,3.1506,24.2362,26.246,7.1897,10.2851,6.8075
C018,5.9645,9.142700000000001,8.6625,28.6771,10.000200000000001,8.911200000000001,4.6998999999999995,23.1994,10.4084,3.1041999999999996,4.2476,4.2534,7.7526,8.0087,1.7315999999999998,7.7661999999999995,5.8028,5.5043999999999995,0.0,14.4982,6.3636,5.7313,23.8672,1.5820999999999998,4.4221,4.9243999999999994,8.252799999999999,5.7526,7.1362,26.7288,5.5967,16.153299999999998,11.1536,14.2744,23.037,2.0576,2.6496999999999997,29.0652,8.0829,8.610700000000001,26.4578,7.5585,10.0632,3.8676,8.0679,6.6548,7.2734,28.2107,2.082,24.388099999999998,3.1391999999999998,26.0505,22.954900000000002,2.1768,13.978299999999999,12.8571
C019,10.5079,6.5213,16.0638,30.4686,15.945,8.1624,14.164,34.897400000000005,6.948,15.34,15.1476,15.0675,15.5867,9.8009,12.6866,8.286200000000001,10.191,8.9962,15.364700000000001,0.0,11.997,11.885399999999999,35.5652,12.1848,11.041799999999999,11.5137,15.8407,8.5487,9.106399999999999,28.5203,9.2626,17.9448,22.851599999999998,5.0995,24.8285,15.322899999999999,16.2167,30.8567,11.412600000000001,10.962299999999999,38.155699999999996,11.906,6.3405,10.174100000000001,13.7789,8.800799999999999,9.688799999999999,30.002200000000002,15.347299999999999,26.179599999999997,11.4031,27.842,34.652800000000006,15.4421,0.52,4.2839
C020,2.3013000000000003,11.576799999999999,17.7647,25.6988,17.646,11.3453,9.683399999999999,23.0685,6.873,3.8316,3.3203,9.2068,17.2877,5.0312,5.3843000000000005,4.6689,1.698,4.6857,7.3983,12.325,0.0,9.7545,23.7363,5.2348,2.4537,8.8483,4.0118,3.8034,3.3287,23.7506,5.4466,13.1751,11.0226,9.3669,20.058799999999998,4.9117,4.7942,26.087,13.1136,5.8087,26.3268,13.607,12.2407,6.943899999999999,15.479899999999999,10.5018,3.2004,25.2325,4.8851,21.4099,6.7919,23.0723,22.823900000000002,6.0887,11.805,9.3218
C021,12.432799999999999,4.2177,4.5483,32.944,5.3289,3.0843000000000003,4.0924000000000005,27.7168,8.7819,7.6216,8.9821,5.0061,3.3823000000000003,12.0112,5.3037,11.0458,12.1158,4.9717,7.0261000000000005,11.1666,9.5208,0.0,28.3846,4.8018,7.4212,1.3173,12.1744,6.2602,11.0313,30.9958,5.063899999999999,20.4202,15.6709,10.9428,27.303900000000002,6.575,7.167,33.3322,3.178,11.9285,30.975099999999998,2.6536,5.1383,3.646,3.1629,3.1826999999999996,11.613700000000001,32.477599999999995,6.599399999999999,28.655099999999997,3.4926,30.3175,27.4722,6.6941999999999995,10.646600000000001,11.4595
C022,26.3095,35.584900000000005,31.8172,32.0739,33.1548,35.3534,27.8545,5.3853,30.8812,22.1635,22.5679,27.408099999999997,30.9073,27.5239,25.1865,28.677,25.7062,27.5137,25.615,36.3331,24.1727,28.885900000000003,0.0,25.4055,25.2055,28.079099999999997,21.9851,26.999200000000002,27.3369,32.3198,29.0284,34.7221,16.9072,33.375,44.4115,22.4198,22.340400000000002,49.5841,31.2375,29.8168,8.643600000000001,30.7132,36.2488,27.690900000000003,31.2225,30.478099999999998,27.208599999999997,31.4892,22.907799999999998,44.907,26.9626,33.7194,3.4884,23.559099999999997,35.8131,33.3299
C023,5.3343,7.5607,8.4239,28.0469,9.609200000000001,7.3292,4.4363,24.280099999999997,10.531600000000001,4.1849,4.280399999999999,4.3244,7.6626,7.3785,0.5019,6.583,5.5013000000000005,3.9225,3.1799,12.9163,5.599399999999999,4.8943,24.9479,0.0,3.7919,3.8866,7.8725,4.5694,6.506,26.0987,4.0146999999999995,15.523100000000001,12.234200000000001,12.6925,22.4068,3.1383,3.7303,28.435,7.4582,7.9805,27.538400000000003,6.9338,8.481200000000001,2.2856,7.4432,5.0728,6.6432,27.5805,3.1626999999999996,23.758,1.5571,25.4203,24.0355,3.2575,12.3963,10.972299999999999
C024,1.6812,7.334899999999999,13.0481,24.3938,12.9293,7.222300000000001,7.439100000000001,24.2445,6.041,4.6806,4.501600000000001,7.7645,10.2608,3.7253000000000003,3.942,3.6245,2.0919,2.8552,5.8214,11.492899999999999,2.4997,7.4926,24.912200000000002,3.7925,0.0,6.586399999999999,5.1876999999999995,2.3407,2.8529,22.4455,3.6161,11.87,12.1986,8.534799999999999,18.753700000000002,5.7919,5.557300000000001,24.7819,8.397,4.3274,27.5028,8.8904,11.4086,4.6821,10.7633,5.882,2.9901,23.927400000000002,5.8163,20.1048,4.9098999999999995,21.7672,23.9999,5.9111,10.973,8.489700000000001
C025,8.2546,4.3225,5.2584,33.0488,6.0391,3.1891,3.3833,27.020799999999998,8.886700000000001,6.9256,8.273,4.355899999999999,4.0925,12.116,4.594600000000001,11.1506,8.6652,4.2627,6.330100000000001,11.2714,8.8117,0.9931,27.688599999999997,4.0927,6.7122,0.0,11.4653,5.5511,11.1361,31.1006,4.3549,20.525,14.9749,11.0475,27.4087,5.879,6.471,33.4369,3.8881,12.033299999999999,30.2791,3.3636999999999997,5.243,2.937,3.8731,3.2636,11.7185,32.5824,5.9033999999999995,28.759900000000002,2.7835,30.4222,26.7762,5.9982,10.7514,11.564200000000001
EVS01816,6.1612,15.4366,15.4007,27.0976,16.738400000000002,15.2051,11.4381,20.0503,10.7328,4.8706000000000005,3.7308000000000003,10.9916,14.4908,7.3756,7.5293,8.5287,5.5579,7.365399999999999,9.751,16.1848,4.0244,12.4695,20.718,7.3797,5.0572,11.662700000000001,0.0,6.850899999999999,7.1885,25.1494,8.6925,14.573799999999999,8.0044,13.226700000000001,21.4575,6.5182,5.924,27.4857,16.9735,9.6685,23.3086,17.4668,16.1005,9.2871,19.3398,14.361600000000001,7.0602,26.6312,6.4914,22.8087,8.9368,24.4711,19.8057,7.6951,15.6648,13.1816
EVS03706,2.94,5.5378,11.251,25.5333,11.132200000000001,5.4252,6.907100000000001,26.9563,3.9122,6.2065,6.0276000000000005,7.341399999999999,10.7739,4.8651,4.723199999999999,3.9344,3.3506,1.298,7.1561,9.3401,3.6478,6.3067,27.6241,4.5737,2.0933,5.4005,6.8449,0.0,3.9924,23.585,2.0609,13.0095,14.9105,6.4061,19.8932,7.126600000000001,7.0833,25.921400000000002,6.5999,5.4671,30.214599999999997,7.0931999999999995,6.4583,3.2100999999999997,8.9662,4.0848,4.1735,25.0669,7.151,21.2443,4.439100000000001,22.9067,26.7117,7.2458,8.8201,6.361
EVS01192,2.3195,9.1519,15.339799999999999,22.3112,15.221,8.920399999999999,9.9773,26.7736,4.2091,7.2161,7.0237,10.302700000000002,14.8627,1.4483,6.4802,1.0860999999999998,1.8548,5.2257,8.5,9.9001,3.8731,11.1615,27.4413,6.3307,2.8174,10.7897,7.7168,4.0818,0.0,20.3629,5.9866,9.7874,14.7277,6.435,16.6711,8.2104,8.0929,22.6993,10.6887,1.6567,30.0319,11.182,9.815700000000001,7.2203,13.055,8.0769,1.4154,21.8448,7.817,18.0222,7.4482,19.6846,26.529,8.5897,9.3801,6.8968
EVS00826,21.0493,27.021900000000002,33.209900000000005,4.45,33.0911,26.7904,31.3101,33.472699999999996,21.5274,24.7295,23.589599999999997,29.0684,32.7328,18.0768,25.245900000000002,19.8792,19.967,24.1451,27.265700000000002,27.7701,22.5383,29.0315,34.1404,25.096400000000003,21.583099999999998,28.6598,24.282700000000002,22.8475,18.7931,0.0,27.988,15.7592,38.8326,23.7532,12.111799999999999,26.8756,26.7581,17.2844,28.5587,18.8175,36.731,29.0521,27.6858,25.986,30.925,25.946900000000003,18.757,3.9836,26.482200000000002,12.607299999999999,26.213900000000002,1.4197,33.2281,27.355400000000003,27.2501,24.7669
EVS01689,4.978800000000001,4.696,10.4263,31.829099999999997,10.3075,4.464600000000001,5.8048,27.607599999999998,7.6669,6.8578,6.6789,6.2391000000000005,9.9493,10.8962,4.6203,6.062399999999999,5.389399999999999,1.0727,7.2984,10.0516,5.505,5.2044,28.275299999999998,4.1185,3.4363,4.2982,9.3039,2.1281999999999996,6.150399999999999,29.8808,0.0,19.3053,15.5617,9.8278,26.189,7.2566999999999995,7.8487,32.2172,5.7752,10.8135,30.8659,6.2686,5.6166,2.1078,8.1415,2.5636,6.2876,31.3627,7.2811,27.5401,3.3368,29.2025,27.363,7.3759,9.531600000000001,10.3445
EVS04365,11.4588,17.4314,23.619400000000002,19.493599999999997,23.5006,17.2,21.7196,33.749,11.9369,15.139,13.9991,19.478,23.1423,8.4864,15.6555,10.2887,10.3766,14.5547,17.6752,18.179599999999997,12.947899999999999,19.441,34.4168,15.5059,11.992700000000001,19.0693,14.6923,13.257,9.2026,17.5454,18.3975,0.0,21.703200000000002,14.162799999999999,13.8535,17.2851,17.1676,19.881700000000002,18.9683,9.227,37.0073,19.461599999999997,18.095299999999998,16.3955,21.3346,16.3565,9.1666,19.0272,16.8917,15.2047,16.6234,16.867,33.504400000000004,17.7649,17.659599999999998,15.1764
EVS01245,13.298200000000001,22.573700000000002,18.8059,36.7979,20.1436,22.342200000000002,14.8433,15.5635,17.8699,9.152299999999999,9.5566,14.396799999999999,17.896,14.5127,12.1752,15.665700000000001,12.6949,14.5025,12.6038,23.321900000000003,11.1615,15.8747,16.2313,12.394200000000001,12.1943,15.0678,8.9739,13.9879,14.3256,37.043800000000005,16.0172,21.710900000000002,0.0,20.3637,28.5946,9.4085,9.3292,34.622800000000005,18.2263,16.8056,18.821900000000003,17.701900000000002,23.2375,14.6796,18.211299999999998,17.4668,14.197299999999998,36.2132,9.896600000000001,29.945700000000002,13.9513,38.443400000000004,15.319,10.5479,22.8019,20.3186
EVS02923,7.7534,9.1417,15.3297,26.529700000000002,15.210899999999999,8.9103,13.4299,32.142900000000004,2.5206999999999997,12.5855,12.393,14.3335,14.8526,5.5969,13.531799999999999,4.6334,7.4364,6.8614,13.9698,5.101,9.2424,11.151299999999999,32.8106,13.03,8.2872,10.7796,13.086200000000002,6.4139,6.3519,24.5815,10.1078,14.0059,20.097,0.0,20.889599999999998,13.5797,13.462200000000001,26.9178,10.678600000000001,5.5142,35.401199999999996,11.171899999999999,9.4361,11.0193,13.0449,8.0668,6.9343,26.063299999999998,13.1863,22.2408,12.248299999999999,23.903200000000002,31.8983,14.0595,4.581,1.3377999999999999
EVS02443,18.735599999999998,24.7082,30.8962,15.245299999999999,30.7774,24.4768,28.9965,44.268,19.2137,22.4158,21.276,26.7548,30.4191,15.763200000000001,22.932299999999998,17.5656,17.6534,21.8315,24.952099999999998,25.456400000000002,20.224700000000002,26.7179,44.9357,22.782799999999998,19.2695,26.3461,21.969099999999997,20.5338,16.479400000000002,13.2971,25.674400000000002,13.4455,28.98,21.4396,0.0,24.562,24.4444,10.5198,26.245099999999997,16.5038,47.526300000000006,26.738400000000002,25.3721,23.672400000000003,28.6114,23.6333,16.4434,14.7789,24.1685,3.9387,23.9002,12.6187,44.0234,25.0418,24.936400000000003,22.453200000000002
EVS00810,6.64,10.784,9.635200000000001,29.264599999999998,10.9729,10.5526,5.6726,21.9101,11.2117,1.8149000000000002,2.9583000000000004,5.226100000000001,8.725299999999999,9.3698,3.0045,9.2105,6.0367,7.1458,3.5732,16.1396,5.2767,6.704,22.577900000000003,3.2235,5.5419,5.8972,6.9635,7.196899999999999,7.6674,27.3163,7.238,16.7408,9.8643,13.7055,23.6245,0.0,0.5942000000000001,29.6527,9.0556,10.1473,25.1685,8.5313,11.704600000000001,5.5089,9.0406,8.296100000000001,7.5391,28.7982,0.16219999999999998,24.9756,4.780600000000001,26.638,21.6655,1.5172999999999999,15.6196,13.6604
EVS00552,6.5225,11.378200000000001,10.2294,28.6705,11.567,11.146700000000001,6.2668,21.316,11.0942,1.3197,2.3642,5.8203000000000005,9.3195,9.2523,3.5987,9.0929,5.9192,7.515,4.1673,16.5461,5.1592,7.298100000000001,21.9838,3.8177,5.4243999999999994,6.4913,6.3694,7.0793,7.5499,26.7223,7.6072,16.1467,9.2702,13.588,23.0304,0.5942000000000001,0.0,29.0586,9.649799999999999,10.0298,24.5744,9.125399999999999,12.2987,6.1031,9.6347,8.8903,7.421600000000001,28.204099999999997,0.5677000000000001,24.3816,5.3748000000000005,26.0439,21.0715,2.1114,16.0261,13.5429
EVS04298,25.279700000000002,31.252299999999998,37.4402,20.9681,37.321400000000004,31.020799999999998,35.5405,49.9907,25.7578,28.9599,27.82,33.2988,36.9632,22.3072,29.4763,24.109599999999997,24.197400000000002,28.3755,31.4961,32.0005,26.7687,33.261900000000004,50.6585,29.3268,25.8135,32.8901,28.513099999999998,27.077900000000003,23.0235,19.0198,32.2184,19.9895,35.524,27.9836,11.230799999999999,31.106,30.9885,0.0,32.7891,23.047900000000002,53.249,33.2825,31.9161,30.2164,35.1554,30.1773,22.9874,20.5017,30.7126,8.8591,30.4443,18.3415,49.7461,31.5858,31.4805,28.9973
EVS04889,12.2999,2.8139000000000003,4.2721,32.811099999999996,4.6801,1.8632,6.501,30.0043,8.649,9.9091,11.2696,7.2227,3.1061,11.8783,7.5912,10.913,11.983,7.602,9.3137,11.033700000000001,13.789,2.8870999999999998,30.672099999999997,7.089300000000001,9.2505,3.6048,17.6327,7.1544,10.898399999999999,30.8629,6.8111999999999995,20.2874,17.9585,10.809899999999999,27.1711,8.8625,9.4545,33.1993,0.0,11.7956,33.2626,0.6436000000000001,4.349600000000001,5.9336,2.514,3.1643000000000003,11.480799999999999,32.3448,8.886899999999999,28.5222,5.7801,30.1846,29.759700000000002,8.9817,10.5137,11.326600000000001
EVS02893,4.9607,10.2494,16.4373,21.1504,16.3185,10.0179,14.537600000000001,27.2479,3.9839,8.638,7.4981,15.4411,15.9602,1.3053,8.4651,2.4516,3.8785,7.2105,10.4848,10.6281,5.858,12.259,27.9157,8.3155,4.8023,11.8872,8.1912,6.0666,2.7045,19.202099999999998,11.2155,8.6266,15.2021,6.2098,15.510299999999999,10.195200000000002,9.769,21.5385,11.786200000000001,0.0,30.5063,12.2795,10.5438,12.1269,14.1525,9.1744,2.6685,20.684,10.393600000000001,16.8614,9.433,18.523799999999998,27.0033,10.5745,10.1081,6.7265
EVS04734,28.8842,38.1596,34.3919,34.6486,35.7295,37.9282,30.429299999999998,4.1613,33.4559,24.7382,25.142599999999998,29.9828,33.482,30.0987,27.761200000000002,31.2517,28.280900000000003,30.0885,28.189700000000002,38.9078,26.747400000000003,31.4606,8.6154,27.9802,27.7802,30.6538,24.5598,29.573900000000002,29.9116,34.8945,31.6032,37.296800000000005,19.481900000000003,35.9497,46.9862,24.9945,24.915200000000002,52.1588,33.8123,32.3915,0.0,33.2879,38.8235,30.2656,33.7972,33.052800000000005,29.7833,34.063900000000004,25.4825,47.4817,29.5373,36.2941,6.847300000000001,26.1338,38.387800000000006,35.9046
