,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,EVS04330,EVS00826,EVS03163,EVS03730,EVS02174,EVS00552,EVS04625,EVS02443,EVS02556,EVS00810,EVS02039,EVS02909,EVS03645,EVS04640,EVS03776,EVS02379,EVS01209,EVS02587,EVS04457,EVS02733
C010,0.016973931441864584,0.045932843075967573,0.13202477762690307,0.17891108161140046,0.09246169187160778,0.044488377613849085,0.06625924671725596,0.13463327420890675,0.037394020048596606,0.008397413556788368,0.0,0.06710065981139429,0.04461895000062249,0.10325159337967674,0.06492100785404742,0.06808824218529971,0.07418523836917071,0.019207672422634825,0.13119047999620476,0.015197187192548854,0.057182063196309856,0.0899107837134465,0.1292714519446427,0.0545778318794933,0.04542826665255565,0.06828725432951548,0.05189648954736932,0.008204132630436336,0.050485748194500815,0.015035373636617942,0.06482953910723545,0.05264995418386591,0.11742409288838604,0.049433901752411226,0.14220460260490367,0.04581780892090691,0.05000434474810486,0.17018010453394367,0.02930494258949743,0.032348444935216686,0.023785967742803442,0.05390010845364876,0.042651869386381075,0.10657571812007545,0.13103008958678597,0.05402669159548184,0.10021152928761333,0.08480763335835803,0.06773088443073036,0.06824187269697357,0.05708903390105724,0.0600310659419959,0.07117990497473363,0.1363702097956831,0.07767551284302494,0.04421882508615645
C011,0.08059347644353054,0.030429685628918367,0.14391539865418762,0.23665345716236985,0.04734071996805275,0.06072863781072515,0.006876095275835557,0.14339917895469165,0.10147991737190429,0.059928123534540745,0.06710065981139429,0.0,0.0419644930856392,0.10585749890986668,0.11273432483817006,0.01005265399172055,0.040838188274236895,0.08091554786307038,0.19760589842760753,0.055852001837587456,0.10617764222707449,0.15111030066446104,0.14201005582551293,0.034381996910336665,0.07033054582810042,0.11621075287693015,0.1014258674050053,0.06423583699790286,0.03013553698443632,0.07942255766350885,0.04955720072153379,0.08066720504512599,0.18420431678624352,0.035798540731447004,0.14473919164529678,0.035879005496846264,0.11382544666398377,0.2288701582437559,0.06948410777884483,0.09501473110308302,0.0793792792488538,0.03396137587807891,0.04706355022149842,0.17350200443484617,0.19795461617781765,0.030081252938625142,0.09047387650980422,0.08989239593494612,0.055069814495309774,0.03752542000794693,0.02479373738894634,0.013823838011727102,0.004772956787953469,0.201947744141906,0.13752652571458326,0.08691792388390521
C012,0.050588848024356294,0.011949926012816976,0.10760136301490195,0.19629815420683,0.08567692038266993,0.0682027353261091,0.045857674575435194,0.10825247466065174,0.08176324146348742,0.0420834314672378,0.04461895000062249,0.0419644930856392,0.0,0.0718448113308771,0.10704448713654668,0.04926415734686246,0.029934849367139228,0.049422197446762996,0.16449069447729112,0.04337710886493724,0.09941226112578865,0.13437050962351188,0.10534062887310831,0.05640885404507097,0.02843836476317466,0.11055772947020347,0.061368386647962694,0.03760979782239078,0.049754622344309,0.05035167156243093,0.07331835731311327,0.08497828922882454,0.15236099359479247,0.05352045881419944,0.1122829274915692,0.006103358980413621,0.07973783077007632,0.1888939687945356,0.03133544780425739,0.07696427182748865,0.04477564876212595,0.011344241479178415,0.005231081136617076,0.14247169876691718,0.16651288956437604,0.013787183752176267,0.06215553080515435,0.05372970646117558,0.07846164004254344,0.0675387330267762,0.019224014237536228,0.04523998153681676,0.04669220171862308,0.16721323519190137,0.12228753301971391,0.046330882579664445
C013,0.09731427789543033,0.08223315591397623,0.03858646006517935,0.1748298188647216,0.15310606595433648,0.13853961279972826,0.11182129944165806,0.037548226184069736,0.13250487930570878,0.10543367885251362,0.10325159337967674,0.10585749890986668,0.0718448113308771,0.0,0.1674815488148538,0.11538594076484379,0.06691727886626568,0.09422405105951,0.1759262357663595,0.10964075031549249,0.15981016260109088,0.18067035305646484,0.037088791727342224,0.127994757821129,0.05784073007019802,0.17068759981015333,0.07422709455436113,0.095116979884833,0.12134166185205493,0.09863696011133537,0.14506284511347575,0.15314554515683323,0.16876809458780875,0.12532734018230085,0.04046652847299041,0.07657647543330531,0.10588101349754918,0.17049378554411682,0.07442706986600056,0.13063559274204978,0.08617659360104599,0.0738812917430425,0.06924837746895961,0.16229588619881596,0.1822626339770193,0.07764222939093895,0.020826122370813976,0.01870852536737434,0.15026724840842898,0.13821640630450852,0.08190647620408562,0.11401717269172305,0.10971334198341906,0.17343026005222076,0.17182490502812547,0.0670679895789687
C014,0.07103930193422053,0.10436391211401325,0.19335901115058513,0.19909320755194057,0.11098491046423581,0.05380243942659478,0.10837193351874558,0.19670491702535362,0.039803069218902504,0.06514881581287707,0.06492100785404742,0.11273432483817006,0.10704448713654668,0.1674815488148538,0.0,0.10815296278126148,0.1345087190769697,0.07433103914233366,0.12802025976106512,0.06394478021613396,0.0077400337490982725,0.04772907100991019,0.19047874785814103,0.08229003408150297,0.10977719916971107,0.0035584887380267377,0.10442537256487265,0.07311146640292397,0.0838405963671702,0.06943072790925188,0.07734617117627313,0.03586636714878787,0.11281158789353118,0.07874029461093347,0.20542194667053565,0.1064399763441763,0.08209444826071964,0.18919177714499444,0.09306343570830782,0.03854580638628091,0.08225706984402863,0.11409497168914647,0.10622333701228748,0.10193289966857008,0.12233292711208617,0.11294234881202816,0.1651271060707504,0.14929967814944622,0.07522657594122435,0.09007330852636664,0.11408681673037281,0.10018002849671873,0.11497191381167463,0.13793689010487498,0.03463923521287867,0.10343708353380103
C015,0.08283271224111266,0.037355082807888344,0.1532581745688974,0.24147069503333526,0.03772799835287487,0.05496501384234964,0.003575654615421153,0.15289772557004458,0.10042600624391902,0.06031956158806267,0.06808824218529971,0.01005265399172055,0.04926415734686246,0.11538594076484379,0.10815296278126148,0.0,0.0508521912266301,0.08354764808646345,0.19926160636332618,0.055320945546498544,0.10196617960256524,0.1484950207448935,0.15129491024329095,0.027077180751893252,0.07716426031551925,0.11155790571714579,0.10661406010616102,0.06640089682127737,0.024321595172675552,0.08145687128514209,0.04074736932927122,0.07473930797353973,0.1854982054678151,0.029622313731241065,0.15450273115951957,0.04318385427057362,0.11651193397056836,0.23345138425568582,0.07445270035217959,0.09372789906836296,0.08294586378688548,0.04252784578575433,0.05413748921341897,0.17459858875284065,0.19904026653006757,0.038613310962804126,0.10035385523640102,0.09908323527341786,0.04614481192311519,0.027986351996207907,0.033702880181846626,0.008439927526012405,0.008402057845443255,0.20417183068428976,0.13471521896186925,0.09255079070297827
C016,0.08035722941192548,0.03017271709711889,0.10547655208913752,0.21701225768680854,0.087876302423491,0.08990674315031039,0.04745820360828427,0.1042788730217966,0.11150876746348908,0.07070644324435464,0.07418523836917071,0.040838188274236895,0.029934849367139228,0.06691727886626568,0.1345087190769697,0.0508521912266301,0.0,0.07900027774405712,0.1921082551342648,0.07066173659334257,0.12704495532946938,0.16408624233839209,0.10384809874001638,0.07005170321272962,0.05016780202598558,0.13806033550925442,0.0853768636157354,0.06746329866604786,0.06395480401563769,0.08020817063148787,0.08704103919516264,0.10866477924535681,0.18058376999181866,0.06919408985761509,0.10454323110951316,0.028523018271413268,0.10791441889800174,0.2103625366712322,0.05928471438804319,0.10648874847406874,0.07370227715900957,0.0205467913742084,0.03333687114478899,0.17104146823260366,0.19479414794525485,0.021636436439452556,0.04998934889558844,0.05319555769693943,0.09260759721194721,0.07700306302868794,0.021851234539080572,0.05181762287419384,0.04401705564505751,0.1939762846326537,0.15179403243532075,0.07036636053258437
C017,0.0033421895204180773,0.054949470153814385,0.11908986318229604,0.1603167839198909,0.1107015156187016,0.06336941850645919,0.08125953891879653,0.12237434163443976,0.0384027994211664,0.027249412301626745,0.019207672422634825,0.08091554786307038,0.049422197446762996,0.09422405105951,0.07433103914233366,0.08354764808646345,0.07900027774405712,0.0,0.11697930806091919,0.0342262582412201,0.06687498394494638,0.0890564970782002,0.11622620409119101,0.07302638084050479,0.03815519518343889,0.07733102919746605,0.03360777487446444,0.017309599436063826,0.06842906202109537,0.005285927160920114,0.08397234426678042,0.06936441238846812,0.10405604978796294,0.06795494984545923,0.13124409588182928,0.05276964169792316,0.03298255484974626,0.15174530956394333,0.021897383069100364,0.036506277079892395,0.008054279892041468,0.06039659533406677,0.045663846063874566,0.09375959448084115,0.11805880574937447,0.06171893000737265,0.09496046222592777,0.07672446484842552,0.08693507090954243,0.08677137425780033,0.06601400788263978,0.07597530857085148,0.08536176244491245,0.12103507649145735,0.07869218957773647,0.02918338798512416
C018,0.11705095248054433,0.17161991685716188,0.1759244332907726,0.08308434804462703,0.22057416516681716,0.1623949501227908,0.19733120902517973,0.1821424588980705,0.10474267692078672,0.13914150847558546,0.13119047999620476,0.19760589842760753,0.16449069447729112,0.1759262357663595,0.12802025976106512,0.19926160636332618,0.1921082551342648,0.11697930806091919,0.0,0.14482795446617505,0.1267878884154723,0.08800834312886344,0.17325271120261446,0.18328477528669915,0.14277046604025947,0.12759567557223087,0.10871701095750275,0.13337009218964535,0.18045039476087313,0.11818353981211316,0.18845026588553349,0.15447167181540797,0.01526995390059929,0.1781564234416873,0.1957155246181541,0.1687697403173347,0.08480815065579028,0.07335447872170434,0.13328174995207143,0.1115721847484376,0.11998698445203798,0.1758218913220513,0.1599134221199058,0.02653041399422548,0.011360720715696063,0.17772820841420325,0.1882646002631798,0.1663454024143789,0.18914489726324216,0.19610388259568456,0.1824397096814068,0.19121874073381118,0.20191894938764185,0.012458240107539638,0.09611679704736967,0.12272220892827987
C019,0.032152861556826125,0.040633458501337025,0.1410314512918355,0.19410003390131622,0.07745411971453657,0.0312871950455684,0.05394424110501174,0.14308074242444271,0.0456359591726796,0.006992087365681721,0.015197187192548854,0.055852001837587456,0.04337710886493724,0.10964075031549249,0.06394478021613396,0.055320945546498544,0.07066173659334257,0.0342262582412201,0.14482795446617505,0.0,0.05641694313538312,0.09627961361759581,0.13839089580309247,0.03953748879076102,0.053085819453121005,0.06748538406215626,0.06589667682910648,0.01892832534812934,0.03581976660325853,0.030231818896903385,0.04975589083593929,0.043508039541999374,0.13072618743815162,0.034369842662928425,0.1495543862577205,0.04249562093076382,0.06501701358594697,0.1853495592629484,0.039161723956474784,0.03926028962933313,0.03775393195911516,0.05018296615222932,0.043198747309255395,0.11968297693949724,0.14406847434877634,0.04921346599047149,0.1037987329123035,0.09093806558894557,0.05286232066616356,0.05313480222019786,0.050904833557487816,0.04699104085488253,0.05949025861767836,0.15049901076407568,0.08310913600254179,0.056482988779376325
C020,0.06356748784736979,0.09692897555966645,0.18595396522554017,0.19577866948648973,0.10678660901801584,0.04831303581536964,0.1020306151144334,0.1892358267919142,0.03353626298346456,0.05746519021300131,0.057182063196309856,0.10617764222707449,0.09941226112578865,0.15981016260109088,0.0077400337490982725,0.10196617960256524,0.12704495532946938,0.06687498394494638,0.1267878884154723,0.05641694313538312,0.0,0.050387410997442324,0.1830828639301618,0.07657485431050316,0.10207950934650918,0.011171567100642037,0.09743437965755598,0.06537364644080977,0.07771955897695201,0.06191924687292657,0.07288791927686812,0.03184164726653828,0.11152298740542603,0.07278540237276199,0.19785201096635718,0.09889708630189686,0.0761829114074718,0.185950889664079,0.085385032523396,0.03153314064828457,0.07475964218724476,0.10659545434705062,0.09853608275167998,0.10043544934445955,0.1217172000591211,0.10551267364832183,0.15738720274105894,0.14160231752467362,0.0712275396702952,0.0851005265327364,0.10677535268529699,0.09387604799057042,0.10857509303404742,0.13625454853147975,0.03663223247382375,0.09602599051519436
C021,0.08660745169021203,0.13545588878426448,0.19851301302472218,0.1668083310652107,0.1569301677917997,0.09752039419950191,0.14797871954758407,0.20311825336586115,0.05260784832955039,0.09423400341692639,0.0899107837134465,0.15111030066446104,0.13437050962351188,0.18067035305646484,0.04772907100991019,0.1484950207448935,0.16408624233839209,0.0890564970782002,0.08800834312886344,0.09627961361759581,0.050387410997442324,0.0,0.1955385401870046,0.12485014524316541,0.12707663035173414,0.045818206076527396,0.10804403080169588,0.09679276932113665,0.12490998646642343,0.08602851553769504,0.12295234950712652,0.0822242604991723,0.07372784200986489,0.12054770715887032,0.21409042817805835,0.13571574210930454,0.07745983460588714,0.15673821839777816,0.11093112524461596,0.05774491378941897,0.09658946553188126,0.14379596934944733,0.1318978882795959,0.06453230063792666,0.08017274977537678,0.14376097920146622,0.18369927304433187,0.16438726577117813,0.12153570753746586,0.13458083025534176,0.14638615508280378,0.14011895946118894,0.15418226131230503,0.09945292679607907,0.013991745820931203,0.11364934406742151
C022,0.11954832931296513,0.11654874806808756,0.0029745636740860534,0.15501463605586388,0.1889899560541406,0.1688556915911207,0.14771934610408408,0.00893493470064637,0.1525466221185135,0.13316143400164665,0.1292714519446427,0.14201005582551293,0.10534062887310831,0.037088791727342224,0.19047874785814103,0.15129491024329095,0.10384809874001638,0.11622620409119101,0.17325271120261446,0.13839089580309247,0.1830828639301618,0.1955385401870046,0.0,0.1616933586408786,0.08534742871451137,0.19339307724291854,0.08810465167901611,0.12161012901824444,0.15505155120700692,0.12126790533350068,0.17840248859110558,0.1813864494206356,0.1691556333535019,0.158544613352332,0.022817805905051895,0.11065914450868322,0.11810199925175333,0.15253368947380844,0.10007478899977822,0.1521698043128985,0.10843409756356238,0.10909170410721286,0.10190824786614178,0.16491539552868015,0.181402164881821,0.11295907272593522,0.05680249696469151,0.05224663204315624,0.18337680786720328,0.1727611104653111,0.11760751918080421,0.1492708407782178,0.14603624227513712,0.16822193704474717,0.18880482058565662,0.08705710073151447
C023,0.07131906607916119,0.045810170697142265,0.16398472051253005,0.2333272323851653,0.03791720689807724,0.02852684218406529,0.028359352444980113,0.16465078607608472,0.08030877701186771,0.04618283162306326,0.0545778318794933,0.034381996910336665,0.05640885404507097,0.127994757821129,0.08229003408150297,0.027077180751893252,0.07005170321272962,0.07302638084050479,0.18328477528669915,0.03953748879076102,0.07657485431050316,0.12485014524316541,0.1616933586408786,0.0,0.07967876854179502,0.08559899723516404,0.10210136456964243,0.0561605085409076,0.006658352326648248,0.06950387410995004,0.01725809006875218,0.047946083337864064,0.16884067562100635,0.00518105649872966,0.16829776485901984,0.051420061841573515,0.10454153294859071,0.22468558880235176,0.07128591460827886,0.0733546794199892,0.07502616724494728,0.054929236785064485,0.05983393158653461,0.15762369003442472,0.18179332004052184,0.05156096138348714,0.11615003190568236,0.11010023528928065,0.022722110831958433,0.013756888948618512,0.048827473885785566,0.020558177888973853,0.03500599786191261,0.18947795183387384,0.11089585353356088,0.09012123370527908
C024,0.040894015952086936,0.03996808901065058,0.08796542177160598,0.16861247726053563,0.11244512627894734,0.08357167213667611,0.07386530388173304,0.09001663747361821,0.07636258827816422,0.04815541616628253,0.04542826665255565,0.07033054582810042,0.02843836476317466,0.05784073007019802,0.10977719916971107,0.07716426031551925,0.05016780202598558,0.03815519518343889,0.14277046604025947,0.053085819453121005,0.10207950934650918,0.12707663035173414,0.08534742871451137,0.07967876854179502,0.0,0.11302987769196604,0.03521053925785372,0.0373301025182749,0.07329783500366784,0.04188412204309692,0.09535759929702603,0.09634363142815976,0.1319409925930671,0.07577681064375383,0.0969387200518104,0.03447493627284981,0.060114375041541206,0.16148362556336576,0.016835912055128466,0.07369419134034509,0.03048723342990499,0.03836710382897409,0.023275647088574592,0.12298788640368748,0.14615697707820494,0.04166184985635397,0.056814504966480286,0.039522886362644824,0.09992456809836313,0.09224834839274353,0.04728349378226515,0.07227398483764445,0.07507740822165802,0.14410017224855318,0.11684560740997159,0.020246765798616603
C025,0.07405520581283799,0.1079177450232157,0.19628100608094023,0.19961012846647877,0.11384927983219818,0.0570875324619317,0.1118086312977262,0.19968443965881502,0.04213128069392015,0.06863326819555365,0.06828725432951548,0.11621075287693015,0.11055772947020347,0.17068759981015333,0.0035584887380267377,0.11155790571714579,0.13806033550925442,0.07733102919746605,0.12759567557223087,0.06748538406215626,0.011171567100642037,0.045818206076527396,0.19339307724291854,0.08559899723516404,0.11302987769196604,0.0,0.10705508821030632,0.07646876449081513,0.0872397356681789,0.07248289633525548,0.080323232318368,0.03884474104534203,0.11243388146461233,0.08210626167677323,0.20850123031778914,0.10997937155787443,0.08408823058735757,0.18967694679526942,0.09628879013199863,0.041297451903023315,0.08528876033804608,0.11764191553776499,0.10970564476970006,0.10167079823602382,0.12163386057328562,0.11649672056804462,0.16849877296161603,0.1525478867131627,0.07806836453828257,0.09318427573878924,0.11764530538783935,0.10361119648672469,0.11841825398706883,0.1377100943663873,0.033156475608619236,0.10638354371311493
